สัปดาห์-value,สัปดาห์-alias,จังหวัด-value,จังหวัด-alias,AGG(ข้อมูล)-alias
49,49,%all%,%all%,396
49,49,แม่ฮ่องสอน,แม่ฮ่องสอน,2
49,49,แพร่,แพร่,4
49,49,เลย,เลย,0
49,49,เพชรบูรณ์,เพชรบูรณ์,6
49,49,เพชรบุรี,เพชรบุรี,3
49,49,เชียงใหม่,เชียงใหม่,9
49,49,เชียงราย,เชียงราย,6
49,49,อ่างทอง,อ่างทอง,4
49,49,อุบลราชธานี,อุบลราชธานี,15
49,49,อุทัยธานี,อุทัยธานี,0
49,49,อุตรดิตถ์,อุตรดิตถ์,0
49,49,อุดรธานี,อุดรธานี,5
49,49,อำนาจเจริญ,อำนาจเจริญ,4
49,49,หนองบัวลำภู,หนองบัวลำภู,0
49,49,หนองคาย,หนองคาย,0
49,49,สุโขทัย,สุโขทัย,1
49,49,สุรินทร์,สุรินทร์,5
49,49,สุราษฎร์ธานี,สุราษฎร์ธานี,7
49,49,สุพรรณบุรี,สุพรรณบุรี,0
49,49,สิงห์บุรี,สิงห์บุรี,0
49,49,สระแก้ว,สระแก้ว,2
49,49,สระบุรี,สระบุรี,2
49,49,สมุทรสาคร,สมุทรสาคร,3
49,49,สมุทรสงคราม,สมุทรสงคราม,1
49,49,สมุทรปราการ,สมุทรปราการ,23
49,49,สตูล,สตูล,12
49,49,สงขลา,สงขลา,29
49,49,สกลนคร,สกลนคร,3
49,49,ศรีสะเกษ,ศรีสะเกษ,10
49,49,ลำพูน,ลำพูน,0
49,49,ลำปาง,ลำปาง,3
49,49,ลพบุรี,ลพบุรี,10
49,49,ร้อยเอ็ด,ร้อยเอ็ด,6
49,49,ราชบุรี,ราชบุรี,3
49,49,ระยอง,ระยอง,5
49,49,ระนอง,ระนอง,3
49,49,ยโสธร,ยโสธร,4
49,49,ยะลา,ยะลา,2
49,49,มุกดาหาร,มุกดาหาร,4
49,49,มหาสารคาม,มหาสารคาม,6
49,49,ภูเก็ต,ภูเก็ต,10
49,49,พิษณุโลก,พิษณุโลก,2
49,49,พิจิตร,พิจิตร,0
49,49,พัทลุง,พัทลุง,2
49,49,พังงา,พังงา,4
49,49,พะเยา,พะเยา,2
49,49,พระนครศรีอยุธยา,พระนครศรีอยุธยา,11
49,49,ปัตตานี,ปัตตานี,5
49,49,ปราจีนบุรี,ปราจีนบุรี,3
49,49,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,4
49,49,ปทุมธานี,ปทุมธานี,9
49,49,บุรีรัมย์,บุรีรัมย์,18
49,49,บึงกาฬ,บึงกาฬ,1
49,49,น่าน,น่าน,2
49,49,นราธิวาส,นราธิวาส,4
49,49,นนทบุรี,นนทบุรี,1
49,49,นครสวรรค์,นครสวรรค์,5
49,49,นครศรีธรรมราช,นครศรีธรรมราช,12
49,49,นครราชสีมา,นครราชสีมา,11
49,49,นครพนม,นครพนม,0
49,49,นครปฐม,นครปฐม,3
49,49,นครนายก,นครนายก,6
49,49,ตาก,ตาก,2
49,49,ตราด,ตราด,0
