"date","mean","lower_80","lower_95","upper_80","upper_95","Shortname","value","diff","color"
2020-01-01,4.64756331312068,NA,NA,NA,NA,"Chancroid",134,-129.352436686879,"Increase"
2020-02-01,4.65799213756769,NA,NA,NA,NA,"Chancroid",110,-105.342007862432,"Increase"
2020-03-01,4.63783186829556,NA,NA,NA,NA,"Chancroid",97,-92.3621681317044,"Increase"
2020-04-01,4.70095458321496,NA,NA,NA,NA,"Chancroid",67,-62.299045416785,"Increase"
2020-05-01,4.70412337814935,NA,NA,NA,NA,"Chancroid",96,-91.2958766218507,"Increase"
2020-06-01,4.71455794629428,NA,NA,NA,NA,"Chancroid",97,-92.2854420537057,"Increase"
2020-07-01,4.700739512554,NA,NA,NA,NA,"Chancroid",92,-87.299260487446,"Increase"
2020-08-01,4.71423114421609,NA,NA,NA,NA,"Chancroid",108,-103.285768855784,"Increase"
2020-09-01,4.71756909929196,NA,NA,NA,NA,"Chancroid",96,-91.282430900708,"Increase"
2020-10-01,4.70951269182698,NA,NA,NA,NA,"Chancroid",133,-128.290487308173,"Increase"
2020-11-01,4.69027464322445,NA,NA,NA,NA,"Chancroid",138,-133.309725356776,"Increase"
2020-12-01,4.65564825812956,NA,NA,NA,NA,"Chancroid",78,-73.3443517418704,"Increase"
2021-01-01,4.6889409361596,NA,NA,NA,NA,"Chancroid",93,-88.3110590638404,"Increase"
2021-02-01,4.68861042877261,NA,NA,NA,NA,"Chancroid",87,-82.3113895712274,"Increase"
2021-03-01,4.68121168537703,NA,NA,NA,NA,"Chancroid",93,-88.318788314623,"Increase"
2021-04-01,4.69946218393306,NA,NA,NA,NA,"Chancroid",71,-66.3005378160669,"Increase"
2021-05-01,4.70110779894709,NA,NA,NA,NA,"Chancroid",75,-70.2988922010529,"Increase"
2021-06-01,4.70368950149156,NA,NA,NA,NA,"Chancroid",77,-72.2963104985084,"Increase"
2021-07-01,4.70364683189068,NA,NA,NA,NA,"Chancroid",54,-49.2963531681093,"Increase"
2021-08-01,4.70693009787716,NA,NA,NA,NA,"Chancroid",51,-46.2930699021228,"Increase"
2021-09-01,4.70824075036462,NA,NA,NA,NA,"Chancroid",63,-58.2917592496354,"Increase"
2021-10-01,4.70684534050269,NA,NA,NA,NA,"Chancroid",41,-36.2931546594973,"Increase"
2021-11-01,4.70315719097281,NA,NA,NA,NA,"Chancroid",57,-52.2968428090272,"Increase"
2021-12-01,4.69534356309374,NA,NA,NA,NA,"Chancroid",64,-59.3046564369063,"Increase"
2022-01-01,4.70169466227122,NA,NA,NA,NA,"Chancroid",97,-92.2983053377288,"Increase"
2022-02-01,4.7010100172714,NA,NA,NA,NA,"Chancroid",71,-66.2989899827286,"Increase"
2022-03-01,4.69866465692336,NA,NA,NA,NA,"Chancroid",79,-74.3013353430766,"Increase"
2022-04-01,4.70331239791598,NA,NA,NA,NA,"Chancroid",48,-43.296687602084,"Increase"
2022-05-01,4.70374913367356,NA,NA,NA,NA,"Chancroid",94,-89.2962508663264,"Increase"
2022-06-01,4.70432366614869,NA,NA,NA,NA,"Chancroid",86,-81.2956763338513,"Increase"
2022-07-01,4.70504554695808,NA,NA,NA,NA,"Chancroid",76,-71.2949544530419,"Increase"
2022-08-01,4.70590058483987,NA,NA,NA,NA,"Chancroid",84,-79.2940994151601,"Increase"
2022-09-01,4.7063726773532,NA,NA,NA,NA,"Chancroid",120,-115.293627322647,"Increase"
2022-10-01,4.7062695378026,NA,NA,NA,NA,"Chancroid",85,-80.2937304621974,"Increase"
2022-11-01,4.70562639136669,NA,NA,NA,NA,"Chancroid",123,-118.294373608633,"Increase"
2022-12-01,4.7039595813534,NA,NA,NA,NA,"Chancroid",87,-82.2960404186466,"Increase"
2023-01-01,4.70514992096635,NA,NA,NA,NA,"Chancroid",139,-134.294850079034,"Increase"
2023-02-01,4.70488188389565,NA,NA,NA,NA,"Chancroid",129,-124.295118116104,"Increase"
2023-03-01,4.7042044954642,NA,NA,NA,NA,"Chancroid",131,-126.295795504536,"Increase"
2023-04-01,4.70530378439978,NA,NA,NA,NA,"Chancroid",123,-118.2946962156,"Increase"
2023-05-01,4.70539145491992,NA,NA,NA,NA,"Chancroid",137,-132.29460854508,"Increase"
2023-06-01,4.70550064103608,NA,NA,NA,NA,"Chancroid",142,-137.294499358964,"Increase"
2023-07-01,4.70582420344558,NA,NA,NA,NA,"Chancroid",150,-145.294175796554,"Increase"
2023-08-01,4.70604991166086,NA,NA,NA,NA,"Chancroid",122,-117.293950088339,"Increase"
2023-09-01,4.70620451344841,NA,NA,NA,NA,"Chancroid",161,-156.293795486552,"Increase"
2023-10-01,4.70625467551454,NA,NA,NA,NA,"Chancroid",156,-151.293745324485,"Increase"
2023-11-01,4.70616331937521,NA,NA,NA,NA,"Chancroid",137,-132.293836680625,"Increase"
2023-12-01,4.70582560404944,NA,NA,NA,NA,"Chancroid",109,-104.294174395951,"Increase"
2024-01-01,4.70605705577536,NA,NA,NA,NA,"Chancroid",206,-201.293942944225,"Increase"
2024-02-01,4.70598010008385,NA,NA,NA,NA,"Chancroid",189,-184.294019899916,"Increase"
2024-03-01,4.70579796880899,NA,NA,NA,NA,"Chancroid",198,-193.294202031191,"Increase"
2024-04-01,4.70604747376907,NA,NA,NA,NA,"Chancroid",188,-183.293952526231,"Increase"
2024-05-01,4.70606059019806,NA,NA,NA,NA,"Chancroid",190,-185.293939409802,"Increase"
2024-06-01,4.70607630953633,NA,NA,NA,NA,"Chancroid",166,-161.293923690464,"Increase"
