"date","mean","lower_80","lower_95","upper_80","upper_95","Shortname","value","diff","color"
2020-01-01,-2.29282442059612,NA,NA,NA,NA,"Liver fluke",1,-3.29282442059612,"Increase"
2020-02-01,-2.99938549600231,NA,NA,NA,NA,"Liver fluke",0,-2.99938549600231,"Increase"
2020-03-01,-3.91409248942898,NA,NA,NA,NA,"Liver fluke",0,-3.91409248942898,"Increase"
2020-04-01,-3.39359340185886,NA,NA,NA,NA,"Liver fluke",0,-3.39359340185886,"Increase"
2020-05-01,1.63333205495031,NA,NA,NA,NA,"Liver fluke",0,1.63333205495031,"Decrease"
2020-06-01,-1.89569220403679,NA,NA,NA,NA,"Liver fluke",2,-3.89569220403679,"Increase"
2020-07-01,-3.98430659846867,NA,NA,NA,NA,"Liver fluke",0,-3.98430659846867,"Increase"
2020-08-01,-4.42362513619234,NA,NA,NA,NA,"Liver fluke",0,-4.42362513619234,"Increase"
2020-09-01,1.42850995044533,NA,NA,NA,NA,"Liver fluke",50,-48.5714900495547,"Increase"
2020-10-01,-2.38117823073763,NA,NA,NA,NA,"Liver fluke",45,-47.3811782307376,"Increase"
2020-11-01,-3.70020248742996,NA,NA,NA,NA,"Liver fluke",0,-3.70020248742996,"Increase"
2020-12-01,-3.76578255636103,NA,NA,NA,NA,"Liver fluke",0,-3.76578255636103,"Increase"
2021-01-01,1.94749239101712,NA,NA,NA,NA,"Liver fluke",0,1.94749239101712,"Decrease"
2021-02-01,-3.1180617308057,NA,NA,NA,NA,"Liver fluke",0,-3.1180617308057,"Increase"
2021-03-01,-4.29195328215488,NA,NA,NA,NA,"Liver fluke",0,-4.29195328215488,"Increase"
2021-04-01,-4.64421937391262,NA,NA,NA,NA,"Liver fluke",0,-4.64421937391262,"Increase"
2021-05-01,-1.82668904313474,NA,NA,NA,NA,"Liver fluke",0,-1.82668904313474,"Increase"
2021-06-01,-3.30826160509502,NA,NA,NA,NA,"Liver fluke",6,-9.30826160509502,"Increase"
2021-07-01,-3.84850647000879,NA,NA,NA,NA,"Liver fluke",0,-3.84850647000879,"Increase"
2021-08-01,-4.04967132630359,NA,NA,NA,NA,"Liver fluke",0,-4.04967132630359,"Increase"
2021-09-01,-1.39561067738608,NA,NA,NA,NA,"Liver fluke",0,-1.39561067738608,"Increase"
2021-10-01,-2.99080775073094,NA,NA,NA,NA,"Liver fluke",0,-2.99080775073094,"Increase"
2021-11-01,-3.85980941972862,NA,NA,NA,NA,"Liver fluke",0,-3.85980941972862,"Increase"
2021-12-01,-4.50083076513155,NA,NA,NA,NA,"Liver fluke",0,-4.50083076513155,"Increase"
2022-01-01,-2.80156161902145,NA,NA,NA,NA,"Liver fluke",51,-53.8015616190214,"Increase"
2022-02-01,-2.59322262694557,NA,NA,NA,NA,"Liver fluke",1,-3.59322262694557,"Increase"
2022-03-01,-3.70939650792617,NA,NA,NA,NA,"Liver fluke",15,-18.7093965079262,"Increase"
2022-04-01,-3.72240690131146,NA,NA,NA,NA,"Liver fluke",3,-6.72240690131146,"Increase"
2022-05-01,-1.38396257565706,NA,NA,NA,NA,"Liver fluke",43,-44.3839625756571,"Increase"
2022-06-01,-3.22394690647612,NA,NA,NA,NA,"Liver fluke",170,-173.223946906476,"Increase"
2022-07-01,-4.04779006566679,NA,NA,NA,NA,"Liver fluke",77,-81.0477900656668,"Increase"
2022-08-01,-4.53989490430962,NA,NA,NA,NA,"Liver fluke",412,-416.53989490431,"Increase"
2022-09-01,-2.48872019983981,NA,NA,NA,NA,"Liver fluke",52,-54.4887201998398,"Increase"
2022-10-01,-3.3782671354456,NA,NA,NA,NA,"Liver fluke",78,-81.3782671354456,"Increase"
2022-11-01,-3.56258703672955,NA,NA,NA,NA,"Liver fluke",42,-45.5625870367295,"Increase"
2022-12-01,-3.50518480310807,NA,NA,NA,NA,"Liver fluke",15,-18.5051848031081,"Increase"
2023-01-01,-1.34278882225615,NA,NA,NA,NA,"Liver fluke",72,-73.3427888222562,"Increase"
2023-02-01,-3.54933503855414,NA,NA,NA,NA,"Liver fluke",103,-106.549335038554,"Increase"
2023-03-01,-4.80712064839274,NA,NA,NA,NA,"Liver fluke",447,-451.807120648393,"Increase"
2023-04-01,-4.39633535300106,NA,NA,NA,NA,"Liver fluke",47,-51.3963353530011,"Increase"
2023-05-01,-1.9705493882485,NA,NA,NA,NA,"Liver fluke",196,-197.970549388248,"Increase"
2023-06-01,-3.2647355144691,NA,NA,NA,NA,"Liver fluke",154,-157.264735514469,"Increase"
2023-07-01,-4.00503541413129,NA,NA,NA,NA,"Liver fluke",107,-111.005035414131,"Increase"
2023-08-01,-3.36767340383394,NA,NA,NA,NA,"Liver fluke",20,-23.3676734038339,"Increase"
2023-09-01,1.18401368169643,NA,NA,NA,NA,"Liver fluke",81,-79.8159863183036,"Increase"
2023-10-01,-3.78952173592474,NA,NA,NA,NA,"Liver fluke",419,-422.789521735925,"Increase"
2023-11-01,-4.86068492192519,NA,NA,NA,NA,"Liver fluke",322,-326.860684921925,"Increase"
2023-12-01,-4.22234142979407,NA,NA,NA,NA,"Liver fluke",156,-160.222341429794,"Increase"
