"date","mean","lower_80","lower_95","upper_80","upper_95","Shortname","value","diff","color"
2020-01-01,1.32198284434136,0.383844766621713,0.197785471131221,4.84614163914134,9.55685437783878,"Leprosy",11,-9.67801715565864,"Increase"
2020-02-01,1.07992804335585,0.287099380576921,0.134970770392613,3.91977697531716,7.10168356103568,"Leprosy",3,-1.92007195664415,"Increase"
2020-03-01,0.910130258226505,0.227305119199549,0.0941729289387653,3.68650211083976,6.5785718673578,"Leprosy",3,-2.0898697417735,"Increase"
2020-04-01,0.431610597158408,0.100615327298503,0.0456274961902961,1.83240953728897,3.65785582575578,"Leprosy",5,-4.56838940284159,"Increase"
2020-05-01,0.535389794383236,0.0964984957394455,0.0442079711415965,2.43037423303997,5.20666621169494,"Leprosy",4,-3.46461020561676,"Increase"
2020-06-01,0.449487321914757,0.0865917338264939,0.0258171211523171,2.26081465738391,4.43819151175021,"Leprosy",3,-2.55051267808524,"Increase"
2020-07-01,0.193892765839601,0.0300520289720372,0.00998891936442513,1.05655581819281,2.77856196292409,"Leprosy",3,-2.8061072341604,"Increase"
2020-08-01,0.181108299712481,0.0234942850476901,0.00716943564114573,1.06562133244689,2.49278597166213,"Leprosy",2,-1.81889170028752,"Increase"
2020-09-01,0.372314023039824,0.0522542616981686,0.00993406975941992,2.33036814069456,5.30283310218494,"Leprosy",7,-6.62768597696018,"Increase"
2020-10-01,0.253544642237875,0.023787814710703,0.00575174036565711,1.76689860264608,4.01221061683612,"Leprosy",7,-6.74645535776212,"Increase"
2020-11-01,0.0742526852614783,0.0072137900143516,0.00163493489807576,0.628076659547423,1.51453807000074,"Leprosy",7,-6.92574731473852,"Increase"
2020-12-01,0.222348756669847,0.0205634193105473,0.00310543401910542,1.79619263296458,4.56935071243093,"Leprosy",0,0.222348756669847,"Decrease"
2021-01-01,0.341091556436096,0.0198085681694933,0.00398024827525511,3.46378416222022,10.7820491699571,"Leprosy",5,-4.6589084435639,"Increase"
2021-02-01,0.272763914537831,0.0172944964117841,0.00191824017173543,2.84915544540272,8.32178088252993,"Leprosy",6,-5.72723608546217,"Increase"
2021-03-01,0.240056315202112,0.0123447880699624,0.00104043380554142,2.86453082782328,9.68356390998601,"Leprosy",9,-8.75994368479789,"Increase"
2021-04-01,0.109524188586353,0.00476136407342028,0.000350713967982643,1.64426516889127,3.93710836786911,"Leprosy",1,-0.890475811413647,"Increase"
2021-05-01,0.145238692255302,0.00706214268045149,0.000322480960101791,2.21999970642339,6.48219866783657,"Leprosy",3,-2.8547613077447,"Increase"
2021-06-01,0.114585398685401,0.00385627376698514,0.000219821862110074,1.98094031786067,7.1720538669083,"Leprosy",5,-4.8854146013146,"Increase"
2021-07-01,0.0520564460573218,0.00178120389698211,4.67665840746455e-05,1.00909280823724,3.11429621430186,"Leprosy",1,-0.947943553942678,"Increase"
2021-08-01,0.0477011122833812,0.00136099032955555,4.42477600997172e-05,1.09659617503206,3.98066396565044,"Leprosy",1,-0.952298887716619,"Increase"
2021-09-01,0.0945473720621147,0.0020881924911692,4.06904327498863e-05,2.22006196451003,8.90564348083037,"Leprosy",3,-2.90545262793789,"Increase"
2021-10-01,0.0662730213791633,0.00112142297836315,3.18075482036595e-05,2.18136120906295,7.12103129057513,"Leprosy",0,0.0662730213791633,"Decrease"
2021-11-01,0.0203122666783235,0.000311639096835474,4.89181500504448e-06,0.63924911890326,2.83613406058229,"Leprosy",2,-1.97968773332168,"Increase"
2021-12-01,0.0568749879683589,0.000768184024623166,8.36275181800164e-06,2.23356454988278,7.18298051591869,"Leprosy",2,-1.94312501203164,"Increase"
2022-01-01,0.0947314344629404,0.000989218608258911,1.63105222484443e-05,3.80218263587569,13.5826580588935,"Leprosy",5,-4.90526856553706,"Increase"
2022-02-01,0.0700445991109085,0.000553713447585534,8.17927758344811e-06,3.14776070280112,14.3864783402126,"Leprosy",3,-2.92995540088909,"Increase"
2022-03-01,0.0620700407051205,0.000460645216592294,4.6938804778385e-06,3.50209976119071,16.2899645522239,"Leprosy",2,-1.93792995929488,"Increase"
2022-04-01,0.028562266813853,0.000155089241433115,1.4557928939159e-06,2.05711093800242,9.43872109504581,"Leprosy",2,-1.97143773318615,"Increase"
2022-05-01,0.0374077076821129,0.000192193887155442,1.23355794533193e-06,2.56300334027477,12.8922105506433,"Leprosy",2,-1.96259229231789,"Increase"
2022-06-01,0.0316412667019155,0.000164151046978746,7.29994330880507e-07,2.54074505482076,13.542327971634,"Leprosy",2,-1.96835873329808,"Increase"
2022-07-01,0.0133416704718776,5.4447683222672e-05,2.56054184656368e-07,0.98640114210905,7.20921132752359,"Leprosy",3,-2.98665832952812,"Increase"
2022-08-01,0.0128634234978993,4.04665707155736e-05,1.71075137246658e-07,1.35437740175009,6.42431316675046,"Leprosy",2,-1.9871365765021,"Increase"
2022-09-01,0.025819499772263,6.69143879171186e-05,2.87554138684841e-07,3.42517094322894,14.5016430228074,"Leprosy",5,-4.97418050022774,"Increase"
2022-10-01,0.0175986154986287,4.24495480217288e-05,1.73563470564553e-07,2.32881744195116,13.6822022277512,"Leprosy",2,-1.98240138450137,"Increase"
2022-11-01,0.00537011596543213,9.08159678123702e-06,3.86088379258957e-08,0.902704256026902,5.11378703024266,"Leprosy",4,-3.99462988403457,"Increase"
