"date","mean","lower_80","lower_95","upper_80","upper_95","Shortname","value","diff","color"
2020-01-01,3.915904226879,NA,NA,NA,NA,"Shigellosis",82,-78.084095773121,"Increase"
2020-02-01,3.9483040688047,NA,NA,NA,NA,"Shigellosis",59,-55.0516959311953,"Increase"
2020-03-01,3.94700628325305,NA,NA,NA,NA,"Shigellosis",37,-33.0529937167469,"Increase"
2020-04-01,3.94179223753771,NA,NA,NA,NA,"Shigellosis",33,-29.0582077624623,"Increase"
2020-05-01,3.95604289315779,NA,NA,NA,NA,"Shigellosis",41,-37.0439571068422,"Increase"
2020-06-01,4.01107036972456,NA,NA,NA,NA,"Shigellosis",51,-46.9889296302754,"Increase"
2020-07-01,3.97589159307624,NA,NA,NA,NA,"Shigellosis",50,-46.0241084069238,"Increase"
2020-08-01,3.97880017714024,NA,NA,NA,NA,"Shigellosis",66,-62.0211998228598,"Increase"
2020-09-01,3.93090150761019,NA,NA,NA,NA,"Shigellosis",45,-41.0690984923898,"Increase"
2020-10-01,3.89262067911529,NA,NA,NA,NA,"Shigellosis",34,-30.1073793208847,"Increase"
2020-11-01,3.88570047232189,NA,NA,NA,NA,"Shigellosis",28,-24.1142995276781,"Increase"
2020-12-01,3.88706337162615,NA,NA,NA,NA,"Shigellosis",34,-30.1129366283739,"Increase"
2021-01-01,3.8906886780316,NA,NA,NA,NA,"Shigellosis",34,-30.1093113219684,"Increase"
2021-02-01,3.89532252767776,NA,NA,NA,NA,"Shigellosis",35,-31.1046774723222,"Increase"
2021-03-01,3.89677757242844,NA,NA,NA,NA,"Shigellosis",50,-46.1032224275716,"Increase"
2021-04-01,3.896358680753,NA,NA,NA,NA,"Shigellosis",34,-30.103641319247,"Increase"
2021-05-01,3.89751701815979,NA,NA,NA,NA,"Shigellosis",24,-20.1024829818402,"Increase"
2021-06-01,3.90431059125295,NA,NA,NA,NA,"Shigellosis",26,-22.0956894087471,"Increase"
2021-07-01,3.90298770251745,NA,NA,NA,NA,"Shigellosis",22,-18.0970122974826,"Increase"
2021-08-01,3.90205597269188,NA,NA,NA,NA,"Shigellosis",15,-11.0979440273081,"Increase"
2021-09-01,3.89667226120347,NA,NA,NA,NA,"Shigellosis",18,-14.1033277387965,"Increase"
2021-10-01,3.89075511305324,NA,NA,NA,NA,"Shigellosis",17,-13.1092448869468,"Increase"
2021-11-01,3.88819403231951,NA,NA,NA,NA,"Shigellosis",14,-10.1118059676805,"Increase"
2021-12-01,3.88791012348791,NA,NA,NA,NA,"Shigellosis",44,-40.1120898765121,"Increase"
2022-01-01,3.88841818070845,NA,NA,NA,NA,"Shigellosis",43,-39.1115818192916,"Increase"
2022-02-01,3.88909257848181,NA,NA,NA,NA,"Shigellosis",33,-29.1109074215182,"Increase"
2022-03-01,3.88945797817189,NA,NA,NA,NA,"Shigellosis",22,-18.1105420218281,"Increase"
2022-04-01,3.88949851512042,NA,NA,NA,NA,"Shigellosis",23,-19.1105014848796,"Increase"
2022-05-01,3.88957923093194,NA,NA,NA,NA,"Shigellosis",28,-24.1104207690681,"Increase"
2022-06-01,3.89023904890664,NA,NA,NA,NA,"Shigellosis",36,-32.1097609510934,"Increase"
2022-07-01,3.89039172138207,NA,NA,NA,NA,"Shigellosis",30,-26.1096082786179,"Increase"
2022-08-01,3.8902940572891,NA,NA,NA,NA,"Shigellosis",47,-43.1097059427109,"Increase"
2022-09-01,3.88973658985382,NA,NA,NA,NA,"Shigellosis",42,-38.1102634101462,"Increase"
2022-10-01,3.88896732236891,NA,NA,NA,NA,"Shigellosis",34,-30.1110326776311,"Increase"
2022-11-01,3.88846885106397,NA,NA,NA,NA,"Shigellosis",18,-14.111531148936,"Increase"
2022-12-01,3.8883187047179,NA,NA,NA,NA,"Shigellosis",21,-17.1116812952821,"Increase"
2023-01-01,3.88835857994118,NA,NA,NA,NA,"Shigellosis",30,-26.1116414200588,"Increase"
2023-02-01,3.88845436380126,NA,NA,NA,NA,"Shigellosis",14,-10.1115456361987,"Increase"
2023-03-01,3.88852404942822,NA,NA,NA,NA,"Shigellosis",20,-16.1114759505718,"Increase"
2023-04-01,3.88854653884148,NA,NA,NA,NA,"Shigellosis",17,-13.1114534611585,"Increase"
2023-05-01,3.8885552533767,NA,NA,NA,NA,"Shigellosis",28,-24.1114447466233,"Increase"
2023-06-01,3.88861575419984,NA,NA,NA,NA,"Shigellosis",26,-22.1113842458002,"Increase"
2023-07-01,3.88865475048693,NA,NA,NA,NA,"Shigellosis",21,-17.1113452495131,"Increase"
2023-08-01,3.88865567787047,NA,NA,NA,NA,"Shigellosis",18,-14.1113443221295,"Increase"
2023-09-01,3.88860123214345,NA,NA,NA,NA,"Shigellosis",20,-16.1113987678566,"Increase"
