"date","mean","median","Shortname","lower_80","lower_95","upper_80","upper_95","value","diff","color"
2020-01-01,74.5911000859286,67.5804511000634,"Malaria",18.7779414517985,8.99285906238749,140.054442348027,201.617815469487,89,-21.4195488999366,"Increase"
2020-02-01,58.1932199354942,46.7815451565713,"Malaria",10.1664470049989,3.8154092019087,119.092503358102,173.020257044171,88,-41.2184548434287,"Increase"
2020-03-01,61.2934695184744,48.9892253387916,"Malaria",11.8844054947504,4.46406750868817,120.142355222557,201.993395513311,75,-26.0107746612084,"Increase"
2020-04-01,82.2522659329343,69.799969051291,"Malaria",22.4800945421415,12.0286972834846,151.385748059456,215.169306414489,89,-19.200030948709,"Increase"
2020-05-01,140.112548018969,126.547076863255,"Malaria",59.2509024266971,40.4867275956506,224.755542686626,308.470469084791,313,-186.452923136745,"Increase"
2020-06-01,193.319062891529,177.535347789274,"Malaria",95.4995159921345,71.1971905710892,302.672543334044,385.660941345853,421,-243.464652210726,"Increase"
2020-07-01,151.999764888463,144.022173139789,"Malaria",65.8295810094673,45.9548471040794,247.704926872883,323.259172287862,278,-133.977826860211,"Increase"
2020-08-01,93.8097995213121,85.5056488811561,"Malaria",27.8294756890077,16.0183125399421,168.011690017033,259.270941121529,113,-27.4943511188439,"Increase"
2020-09-01,75.5099479144316,67.3216726800679,"Malaria",18.1146570801029,8.89861793903366,139.976425376008,201.170661268742,52,15.3216726800679,"Decrease"
2020-10-01,74.0616729284762,66.9204568206582,"Malaria",17.8107668370552,6.69619765439608,138.835653028605,200.154955816793,50,16.9204568206582,"Decrease"
2020-11-01,69.0420277783479,56.5391565396966,"Malaria",15.7402521577447,6.93193099387485,131.526638972446,217.045380890716,43,13.5391565396966,"Decrease"
2020-12-01,52.0415061122609,39.8610752368078,"Malaria",7.2913124187443,2.03680410702379,105.325408772842,182.973520651165,52,-12.1389247631922,"Increase"
2021-01-01,59.5932576156328,47.8905570081197,"Malaria",10.9361205851709,4.13676554480334,118.147211979724,175.147046964764,57,-9.10944299188026,"Increase"
2021-02-01,45.0593543541178,34.0807369196079,"Malaria",5.37595895854118,0.968391438108841,96.4268844185177,148.461505187286,46,-11.9192630803921,"Increase"
2021-03-01,49.7349125844755,42.0442035286634,"Malaria",8.82939536442081,1.59321645118756,101.967122470249,155.317296275424,47,-4.95579647133658,"Increase"
2021-04-01,68.9641656073141,56.3841296923609,"Malaria",15.658505288986,6.83380825383505,131.290133192992,191.073934014209,50,6.38412969236094,"Decrease"
2021-05-01,116.781648481916,105.909035467421,"Malaria",42.3639667032904,27.4123890092108,201.507340580287,270.145166988879,173,-67.0909645325789,"Increase"
2021-06-01,155.889559243633,140.540705838354,"Malaria",68.9420144675565,48.5612493647737,253.708642420705,330.112540096262,135,5.54070583835403,"Decrease"
2021-07-01,122.146819871595,113.892952328024,"Malaria",46.0319278108159,29.7040337924449,207.641893410568,277.24081325783,100,13.8929523280238,"Decrease"
2021-08-01,76.2339268239658,68.4910452536273,"Malaria",19.2058074476125,7.26036078796856,144.327839619075,203.188418703372,46,22.4910452536273,"Decrease"
2021-09-01,61.1932685453501,53.577332617085,"Malaria",11.7804984631392,4.40047309984752,119.538815896815,176.840519203433,29,24.577332617085,"Decrease"
2021-10-01,59.9261736709576,47.5129818866222,"Malaria",11.1630319908241,4.02632227012547,117.824147743279,174.424294373866,31,16.5129818866222,"Decrease"
2021-11-01,55.7031210747178,42.8106574395345,"Malaria",8.98547740266687,1.86322335662965,114.150974669859,191.105908869721,30,12.8106574395345,"Decrease"
2021-12-01,42.0259435507767,31.2195777091182,"Malaria",4.14364496946039,0.491473751148718,87.0485814884006,141.644776661614,42,-10.7804222908818,"Increase"
2022-01-01,49.6237731487716,37.5596916440335,"Malaria",6.80863815371659,1.62510003712136,102.221087172825,155.630698401678,113,-75.4403083559665,"Increase"
2022-02-01,36.3859981875255,28.6441982617587,"Malaria",1.96891597698014,0.0169270757201707,80.3847526754099,128.380532122401,57,-28.3558017382413,"Increase"
2022-03-01,39.4783425025242,27.6099601404305,"Malaria",2.89906585733948,0.01,84.7094203846447,133.830908458864,75,-47.3900398595695,"Increase"
2022-04-01,56.3984703106694,43.6132969864215,"Malaria",9.51584865633587,3.06332014148125,112.060953920011,167.719167995638,154,-110.386703013578,"Increase"
2022-05-01,96.7501361702663,84.0382955792643,"Malaria",30.8460337642211,18.325625414579,172.042424070194,239.669201657579,336,-251.961704420736,"Increase"
2022-06-01,129.361703975586,122.050093487161,"Malaria",51.1815014594329,33.9388389222061,214.955340967596,289.888566132227,527,-404.949906512839,"Increase"
2022-07-01,96.9081625606692,83.8283874310697,"Malaria",30.718913831802,18.2276741537273,171.742030796577,267.943901965683,419,-335.17161256893,"Increase"
2022-08-01,61.7841748993476,48.6507740554812,"Malaria",11.3009658010538,2.98982734748239,122.064010878942,177.215832314044,300,-251.349225944519,"Increase"
2022-09-01,49.400624752449,42.4270706899143,"Malaria",6.57799259828794,1.66844545246189,98.4185866509673,156.052372812645,164,-121.572929310086,"Increase"
2022-10-01,49.1267049173152,41.2272870016735,"Malaria",6.41845533142279,0.704628997145811,100.692691224644,153.743475504972,155,-113.772712998327,"Increase"
2022-11-01,46.8526185092951,38.4536982379565,"Malaria",7.81525983898158,0.784620981934142,97.1593444056435,146.07617157427,157,-118.546301762043,"Increase"
2022-12-01,33.5592954985439,23.0142184124015,"Malaria",1.40184154398116,0.01,76.5024460175886,123.461577746445,333,-309.985781587598,"Increase"
2023-01-01,40.8012596783138,32.8093694823192,"Malaria",3.38768163346757,0.256059239233857,83.4473846709041,158.901832578679,282,-249.190630517681,"Increase"
2023-02-01,28.7414934786643,20.6886463620166,"Malaria",0.437048692826166,0.01,66.6215793044917,110.81695416995,208,-187.311353637983,"Increase"
2023-03-01,30.6369380577958,22.3713802730425,"Malaria",0.609949321392159,0.01,71.6995703694678,134.734520825721,247,-224.628619726958,"Increase"
2023-04-01,45.8316130154931,38.1117874850616,"Malaria",4.62506118008974,0.268340937750057,94.3456581655145,168.405722119989,409,-370.888212514938,"Increase"
2023-05-01,82.247363996316,74.1358337064255,"Malaria",22.3051802348292,11.4805323410913,152.471556906742,239.874968455128,819,-744.864166293574,"Increase"
2023-06-01,109.403882141567,102.034360755008,"Malaria",37.5725408585096,23.5862514074458,187.476839430196,287.511766189114,986,-883.965639244992,"Increase"
2023-07-01,78.8368601400829,66.2066665656675,"Malaria",21.021254663779,10.5647853364016,146.071442297254,208.824487603839,765,-698.793333434332,"Increase"
2023-08-01,47.0636435463184,36.0882626769312,"Malaria",5.88850978013192,1.31317027194983,99.7840958365507,148.948890678352,423,-386.911737323069,"Increase"
2023-09-01,40.0803662576063,32.6639811446261,"Malaria",3.34107343563563,0.243362385084159,87.0296453725309,136.743250165859,283,-250.336018855374,"Increase"
2023-10-01,40.0128348396694,28.4416299273959,"Malaria",3.17272950288213,0.199516881601725,86.1615290063556,135.654527305843,232,-203.558370072604,"Increase"
2023-11-01,36.2039115218246,24.9436935079978,"Malaria",2.08084216347856,0.0116574857223612,79.9883419459416,127.879437023654,194,-169.056306492002,"Increase"
2023-12-01,27.3584867959699,18.8481905535133,"Malaria",0.154137473617006,0.01,65.2730010663144,125.868899150694,174,-155.151809446487,"Increase"
2024-01-01,32.8849573548851,24.5463584784884,"Malaria",1.0906308652264,0.01,75.1590868152392,119.032449881881,247,-222.453641521512,"Increase"
2024-02-01,21.0952569316702,11.522733595063,"Malaria",0.0501036325392234,0.01,51.1698141955572,94.5714647609403,164,-152.477266404937,"Increase"
2024-03-01,23.3666622006682,15.1994250159056,"Malaria",0.01,0.01,58.3140632397663,97.5576936301421,241,-225.800574984094,"Increase"
2024-04-01,34.9841403563744,23.9995246502945,"Malaria",1.69489468105563,0.01,78.578562162053,126.095244032966,310,-286.000475349706,"Increase"
2024-05-01,67.8905482173374,55.0202104273987,"Malaria",14.4722509379285,6.40679427771682,132.038680839804,188.55611997196,537,-481.979789572601,"Increase"
2024-06-01,91.63489679029,77.9255275974022,"Malaria",27.52910072937,15.7906221777977,164.080521572803,230.254852795166,1026,-948.074472402598,"Increase"
2024-07-01,64.5526591824207,57.1757804887671,"Malaria",16.3923481828417,5.47346344307949,124.884955804345,183.330317810675,635,-577.824219511233,"Increase"
2024-08-01,37.4408455918544,26.5600369426346,"Malaria",2.56572910994731,0.0714208174276213,82.8627352351807,131.50713323126,322,-295.439963057365,"Increase"
2024-09-01,31.5793760352152,20.9386058380715,"Malaria",1.04861370627254,0.01,72.6777757716044,118.589595866801,221,-200.061394161928,"Increase"
2024-10-01,32.7999504165292,21.0537873912762,"Malaria",1.07451239897122,0.01,75.0248427508964,139.278903659118,181,-159.946212608724,"Increase"
2024-11-01,29.2327570341968,18.0257781025238,"Malaria",0.399876396990098,0.01,69.2045159391543,131.306052234251,174,-155.974221897476,"Increase"
2024-12-01,20.4756885128308,12.7119020193433,"Malaria",0.01,0.01,51.5395110951935,91.0852879264106,156,-143.288097980657,"Increase"
2025-01-01,24.4279718763289,17.0310288575172,"Malaria",0.0573535097203879,0.01,59.9167902239413,102.118150004942,165,-147.968971142483,"Increase"
2025-02-01,16.3122673190928,6.75044617065824,"Malaria",0.01,0.01,42.8686573237934,79.4268625412378,121,-114.249553829342,"Increase"
2025-03-01,16.6527709566885,7.3444016990266,"Malaria",0.01,0.01,42.0576192885988,82.0231407690752,188,-180.655598300973,"Increase"
