"date","mean","median","Shortname","lower_80","lower_95","upper_80","upper_95","value","diff","color"
2020-01-01,69.400072678894,68.021211998848,"Typhoid",55.7059767411399,46.69272360517,84.1106806489862,91.2782639838541,60,8.02121199884802,"Decrease"
2020-02-01,66.8819445151291,65.7237816158523,"Typhoid",54.3594827862744,46.6441603656347,81.1015295947864,87.9459027951693,45,20.7237816158523,"Decrease"
2020-03-01,65.2530131805763,64.3137093393578,"Typhoid",53.1170340147375,45.8693090469975,78.7814606968998,82.8179185251865,52,12.3137093393578,"Decrease"
2020-04-01,55.8036343210241,55.56600889494,"Typhoid",44.1532690228945,38.1429295205411,67.0097005284626,71.1946898131564,29,26.56600889494,"Decrease"
2020-05-01,63.1667651685156,62.3185819715822,"Typhoid",51.3009478279849,44.3010245954781,75.8208410496319,81.0061385874361,30,32.3185819715822,"Decrease"
2020-06-01,78.0168119464281,77.1179611644891,"Typhoid",63.2456835860826,54.8216051491522,93.826728570152,98.9491029786517,35,42.1179611644891,"Decrease"
2020-07-01,82.6072672357116,82.3052482038009,"Typhoid",66.912040839313,59.0048923582849,98.6116148475332,105.067470703049,44,38.3052482038009,"Decrease"
2020-08-01,84.5262020757987,83.5799312778786,"Typhoid",68.0478043647355,57.502498351134,103.393186976896,108.733737613037,49,34.5799312778786,"Decrease"
2020-09-01,83.7041437632958,82.2550017269085,"Typhoid",67.3466806614759,58.3763654053053,101.500648515104,110.066557468847,46,36.2550017269085,"Decrease"
2020-10-01,75.7153093433024,74.2932958069818,"Typhoid",61.4472423111627,50.9859972588214,90.6134757324945,96.4114291874134,39,35.2932958069818,"Decrease"
2020-11-01,65.6822895870431,64.967123269088,"Typhoid",53.2805854787925,46.1838192523984,78.4585059545877,84.4489015100286,63,1.96712326908802,"Decrease"
2020-12-01,57.8401727558648,56.6794924771298,"Typhoid",46.5924829717045,40.2350214076923,69.1468921347299,75.861699598509,45,11.6794924771298,"Decrease"
2021-01-01,70.4370346065278,69.6647452147096,"Typhoid",57.1808153627233,49.5645537241313,84.8293280782695,90.6307053767606,23,46.6647452147096,"Decrease"
2021-02-01,66.2945259217158,65.1794001705474,"Typhoid",53.5796980500049,46.268843396237,79.1887468231261,84.6702185630053,30,35.1794001705474,"Decrease"
