"date","mean","median","Shortname","lower_80","lower_95","upper_80","upper_95","value","diff","color"
2020-01-01,315.452087992199,308.697504645334,"Melioidosis",271.125295051063,249.880098672603,371.878305434072,406.075821778369,343,-34.3024953546657,"Increase"
2020-02-01,239.445837999296,233.86435748382,"Melioidosis",201.567130236913,182.864743087947,288.976178088681,312.353859361098,256,-22.13564251618,"Increase"
2020-03-01,212.520610646488,207.492578393503,"Melioidosis",176.823214466184,160.605024657689,257.625482785022,283.039918168651,188,19.4925783935026,"Decrease"
2020-04-01,192.059316792874,187.505100580059,"Melioidosis",157.838639850799,142.337119850285,237.636094995919,258.877998908856,155,32.505100580059,"Decrease"
2020-05-01,189.934622658338,185.25801677012,"Melioidosis",156.622423301366,140.579000067728,235.105543680352,256.236470880821,141,44.2580167701198,"Decrease"
2020-06-01,213.539579711699,208.814929467252,"Melioidosis",178.044093263745,161.768666386504,259.098708035799,284.583999385501,181,27.8149294672519,"Decrease"
2020-07-01,241.35032620346,236.423212447883,"Melioidosis",203.918277041153,176.397691918277,288.980326335633,315.861601208416,201,35.4232124478833,"Decrease"
2020-08-01,294.144917271566,288.490113262136,"Melioidosis",252.25070755056,231.77370562577,349.714915152546,375.386842714912,285,3.49011326213628,"Decrease"
2020-09-01,291.998409197945,286.347465001755,"Melioidosis",250.454059269839,230.051657069247,347.598889689095,380.686173089163,335,-48.6525349982455,"Increase"
2020-10-01,293.332508760638,287.324657446843,"Melioidosis",250.049246728726,230.689325917557,348.382618233025,381.506334171396,286,1.32465744684345,"Decrease"
2020-11-01,241.111583943503,235.657799571298,"Melioidosis",202.892565211843,185.49216599093,288.906951459041,315.784889286976,241,-5.34220042870223,"Increase"
2020-12-01,196.727788007498,191.329014070114,"Melioidosis",162.008764671278,145.684413318325,241.694597691123,269.409767094454,181,10.329014070114,"Decrease"
2021-01-01,315.002882848211,308.680651760605,"Melioidosis",270.083818111203,249.947935042822,372.178656356087,406.162297457328,357,-48.3193482393955,"Increase"
2021-02-01,243.505609886503,238.152391251359,"Melioidosis",205.374844485847,186.940502001137,290.71378313055,317.67377169637,211,27.1523912513589,"Decrease"
2021-03-01,222.835529612819,217.038413101864,"Melioidosis",186.249897366539,168.289789875888,270.576368603444,293.212263775458,215,2.03841310186422,"Decrease"
2021-04-01,201.513234023588,196.31587683443,"Melioidosis",166.667974437703,150.104363881295,247.378126664686,269.041844864369,168,28.3158768344296,"Decrease"
2021-05-01,195.845045294526,191.338090888163,"Melioidosis",160.846769730869,138.31341668496,239.587507763296,264.11738934066,147,44.3380908881628,"Decrease"
2021-06-01,218.523704250845,213.650466019042,"Melioidosis",182.809953345869,156.805660503397,263.742431929016,289.449758576317,144,69.6504660190419,"Decrease"
2021-07-01,245.734236832203,240.770367708048,"Melioidosis",207.806505858585,189.260794305956,293.605517569842,320.696295023376,162,78.7703677080484,"Decrease"
