disease,file_name,remote_url,remote_size,local_path,local_exists,local_size,tag,download_result
DHF Total,td_occ_DHF_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/td_occ_DHF_Total_54.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_54.rtf,yes,78697,skip,
DHF Total,td_occ_DHF_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/td_occ_DHF_Total_55.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_55.rtf,yes,78699,skip,
DHF Total,td_occ_DHF_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/td_occ_DHF_Total_56.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_56.rtf,yes,78709,skip,
DHF Total,td_occ_DHF_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/td_occ_DHF_Total_57.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_57.rtf,yes,75007,skip,
DHF Total,td_occ_DHF_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/td_occ_DHF_Total_58.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_58.rtf,yes,71164,skip,
DHF Total,td_occ_DHF_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/td_occ_DHF_Total_59.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_59.rtf,yes,71920,skip,
DHF Total,td_occ_DHF_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/td_occ_DHF_Total_60.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_60.rtf,yes,71920,skip,
DHF Total,td_occ_DHF_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/td_occ_DHF_Total_61.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_61.rtf,yes,71926,skip,
DHF Total,td_occ_DHF_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/td_occ_DHF_Total_62.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_62.rtf,yes,71935,skip,
DHF Total,td_occ_DHF_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/td_occ_DHF_Total_63.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_63.rtf,yes,71919,skip,
DHF Total,td_occ_DHF_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/td_occ_DHF_Total_64.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_64.rtf,yes,71966,skip,
DHF Total,td_occ_DHF_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/td_occ_DHF_Total_65.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_65.rtf,yes,71968,skip,
DHF Total,td_occ_DHF_Total_66.rtf,http://doe1.moph.go.th/surdata/y66/td_occ_DHF_Total_66.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_66.rtf,yes,71987,skip,
DHF Total,td_occ_DHF_Total_67.rtf,http://doe1.moph.go.th/surdata/y67/td_occ_DHF_Total_67.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_67.rtf,yes,71973,skip,
DHF Total,d262766_5067.pdf,http://doe1.moph.go.th/surdata/506wk/y67/d262766_5067.pdf,,Code/Data/GetData/DHF Total/d262766_5067.pdf,no,,download,success
DHF Total,DHFbyMonth_68.rtf,http://doe1.moph.go.th/surdata/y68/DHFbyMonth_68.rtf,,Code/Data/GetData/DHF Total/DHFbyMonth_68.rtf,no,,download,HTTP 404
DHF Total,tmcd_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tmcd_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tmcd_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,trate_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/trate_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/trate_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,tac_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tac_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tac_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,tad_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tad_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tad_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,trace_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/trace_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/trace_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,tc_occ_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tc_occ_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tc_occ_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,td_occ_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/td_occ_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/td_occ_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,tcsa_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tcsa_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tcsa_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,tdsa_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/tdsa_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/tdsa_DHF_Total_68.rtf,no,,download,HTTP 404
DHF Total,cbyweek1-26_datesickampur_dhf68.rtf,http://doe1.moph.go.th/surdata/y68/cbyweek1-26_datesickampur_dhf68.rtf,,Code/Data/GetData/DHF Total/cbyweek1-26_datesickampur_dhf68.rtf,no,,download,HTTP 404
DHF Total,cbyweek27-53_datesickampur_dhf68.rtf,http://doe1.moph.go.th/surdata/y68/cbyweek27-53_datesickampur_dhf68.rtf,,Code/Data/GetData/DHF Total/cbyweek27-53_datesickampur_dhf68.rtf,no,,download,HTTP 404
DHF Total,Am_tmcd_DHF_Total_68.rtf,http://doe1.moph.go.th/surdata/y68/Am_tmcd_DHF_Total_68.rtf,,Code/Data/GetData/DHF Total/Am_tmcd_DHF_Total_68.rtf,no,,download,HTTP 404
Measles Total,tmcd_Measles_Total_46.rtf,http://doe1.moph.go.th/surdata/y46/tmcd_Measles_Total_46.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_46.rtf,yes,117400,skip,
Measles Total,tmcd_Measles_Total_47.rtf,http://doe1.moph.go.th/surdata/y47/tmcd_Measles_Total_47.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_47.rtf,yes,117396,skip,
Measles Total,tmcd_Measles_Total_48.rtf,http://doe1.moph.go.th/surdata/y48/tmcd_Measles_Total_48.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_48.rtf,yes,117324,skip,
Measles Total,tmcd_Measles_Total_49.rtf,http://doe1.moph.go.th/surdata/y49/tmcd_Measles_Total_49.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_49.rtf,yes,117306,skip,
Measles Total,tmcd_Measles_Total_50.rtf,http://doe1.moph.go.th/surdata/y50/tmcd_Measles_Total_50.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_50.rtf,yes,117354,skip,
Measles Total,tmcd_Measles_Total_51.rtf,http://doe1.moph.go.th/surdata/y51/tmcd_Measles_Total_51.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_51.rtf,yes,116404,skip,
Measles Total,tmcd_Measles_Total_52.rtf,http://doe1.moph.go.th/surdata/y52/tmcd_Measles_Total_52.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_52.rtf,yes,116329,skip,
Measles Total,tmcd_Measles_Total_53.rtf,http://doe1.moph.go.th/surdata/y53/tmcd_Measles_Total_53.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_53.rtf,yes,117246,skip,
Measles Total,tmcd_Measles_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/tmcd_Measles_Total_54.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_54.rtf,yes,118359,skip,
Measles Total,tmcd_Measles_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/tmcd_Measles_Total_55.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_55.rtf,yes,118504,skip,
Measles Total,tmcd_Measles_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/tmcd_Measles_Total_56.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_56.rtf,yes,118311,skip,
Measles Total,tmcd_Measles_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/tmcd_Measles_Total_57.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_57.rtf,yes,106631,skip,
Measles Total,tmcd_Measles_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/tmcd_Measles_Total_58.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_58.rtf,yes,106627,skip,
Measles Total,tmcd_Measles_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/tmcd_Measles_Total_59.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_59.rtf,yes,106669,skip,
Measles Total,tmcd_Measles_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/tmcd_Measles_Total_60.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_60.rtf,yes,106759,skip,
Measles Total,tmcd_Measles_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/tmcd_Measles_Total_61.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_61.rtf,yes,106856,skip,
Measles Total,tmcd_Measles_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/tmcd_Measles_Total_62.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_62.rtf,yes,106924,skip,
Measles Total,tmcd_Measles_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/tmcd_Measles_Total_63.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_63.rtf,yes,106644,skip,
Measles Total,tmcd_Measles_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/tmcd_Measles_Total_64.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_64.rtf,yes,106610,skip,
Measles Total,tmcd_Measles_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/tmcd_Measles_Total_65.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_65.rtf,yes,106613,skip,
Measles Total,tmcd_Measles_Total_66.rtf,http://doe1.moph.go.th/surdata/y66/tmcd_Measles_Total_66.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_66.rtf,yes,106627,skip,
Measles Total,tmcd_Measles_Total_67.rtf,http://doe1.moph.go.th/surdata/y67/tmcd_Measles_Total_67.rtf,,Code/Data/GetData/Measles Total/tmcd_Measles_Total_67.rtf,yes,106760,skip,
Measles Total,trate_Measles_Total_46.rtf,http://doe1.moph.go.th/surdata/y46/trate_Measles_Total_46.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_46.rtf,yes,34967,skip,
Measles Total,trate_Measles_Total_47.rtf,http://doe1.moph.go.th/surdata/y47/trate_Measles_Total_47.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_47.rtf,yes,34632,skip,
Measles Total,trate_Measles_Total_48.rtf,http://doe1.moph.go.th/surdata/y48/trate_Measles_Total_48.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_48.rtf,yes,34638,skip,
Measles Total,trate_Measles_Total_49.rtf,http://doe1.moph.go.th/surdata/y49/trate_Measles_Total_49.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_49.rtf,yes,34611,skip,
Measles Total,trate_Measles_Total_50.rtf,http://doe1.moph.go.th/surdata/y50/trate_Measles_Total_50.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_50.rtf,yes,34631,skip,
Measles Total,trate_Measles_Total_51.rtf,http://doe1.moph.go.th/surdata/y51/trate_Measles_Total_51.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_51.rtf,yes,35416,skip,
Measles Total,trate_Measles_Total_52.rtf,http://doe1.moph.go.th/surdata/y52/trate_Measles_Total_52.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_52.rtf,yes,35406,skip,
Measles Total,trate_Measles_Total_53.rtf,http://doe1.moph.go.th/surdata/y53/trate_Measles_Total_53.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_53.rtf,yes,35669,skip,
Measles Total,trate_Measles_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/trate_Measles_Total_54.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_54.rtf,yes,35994,skip,
Measles Total,trate_Measles_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/trate_Measles_Total_55.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_55.rtf,yes,36010,skip,
Measles Total,trate_Measles_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/trate_Measles_Total_56.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_56.rtf,yes,35967,skip,
Measles Total,trate_Measles_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/trate_Measles_Total_57.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_57.rtf,yes,31568,skip,
Measles Total,trate_Measles_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/trate_Measles_Total_58.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_58.rtf,yes,31565,skip,
Measles Total,trate_Measles_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/trate_Measles_Total_59.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_59.rtf,yes,31566,skip,
Measles Total,trate_Measles_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/trate_Measles_Total_60.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_60.rtf,yes,31593,skip,
Measles Total,trate_Measles_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/trate_Measles_Total_61.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_61.rtf,yes,31623,skip,
Measles Total,trate_Measles_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/trate_Measles_Total_62.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_62.rtf,yes,31643,skip,
Measles Total,trate_Measles_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/trate_Measles_Total_63.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_63.rtf,yes,31568,skip,
Measles Total,trate_Measles_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/trate_Measles_Total_64.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_64.rtf,yes,31565,skip,
Measles Total,trate_Measles_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/trate_Measles_Total_65.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_65.rtf,yes,31566,skip,
Measles Total,trate_Measles_Total_66.rtf,http://doe1.moph.go.th/surdata/y66/trate_Measles_Total_66.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_66.rtf,yes,31525,skip,
Measles Total,trate_Measles_Total_67.rtf,http://doe1.moph.go.th/surdata/y67/trate_Measles_Total_67.rtf,,Code/Data/GetData/Measles Total/trate_Measles_Total_67.rtf,yes,31603,skip,
Measles Total,tac_Measles_Total_46.rtf,http://doe1.moph.go.th/surdata/y46/tac_Measles_Total_46.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_46.rtf,yes,82278,skip,
Measles Total,tac_Measles_Total_47.rtf,http://doe1.moph.go.th/surdata/y47/tac_Measles_Total_47.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_47.rtf,no,,download,HTTP 404
Measles Total,tac_Measles_Total_48.rtf,http://doe1.moph.go.th/surdata/y48/tac_Measles_Total_48.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_48.rtf,yes,80764,skip,
Measles Total,tac_Measles_Total_49.rtf,http://doe1.moph.go.th/surdata/y49/tac_Measles_Total_49.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_49.rtf,yes,80729,skip,
Measles Total,tac_Measles_Total_50.rtf,http://doe1.moph.go.th/surdata/y50/tac_Measles_Total_50.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_50.rtf,yes,80773,skip,
Measles Total,tac_Measles_Total_51.rtf,http://doe1.moph.go.th/surdata/y51/tac_Measles_Total_51.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_51.rtf,no,,download,HTTP 404
Measles Total,tac_Measles_Total_52.rtf,http://doe1.moph.go.th/surdata/y52/tac_Measles_Total_52.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_52.rtf,yes,80091,skip,
Measles Total,tac_Measles_Total_53.rtf,http://doe1.moph.go.th/surdata/y53/tac_Measles_Total_53.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_53.rtf,yes,80662,skip,
Measles Total,tac_Measles_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/tac_Measles_Total_54.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_54.rtf,yes,81466,skip,
Measles Total,tac_Measles_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/tac_Measles_Total_55.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_55.rtf,yes,81564,skip,
Measles Total,tac_Measles_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/tac_Measles_Total_56.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_56.rtf,yes,81397,skip,
Measles Total,tac_Measles_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/tac_Measles_Total_57.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_57.rtf,yes,73060,skip,
Measles Total,tac_Measles_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/tac_Measles_Total_58.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_58.rtf,yes,73043,skip,
Measles Total,tac_Measles_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/tac_Measles_Total_59.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_59.rtf,yes,73066,skip,
Measles Total,tac_Measles_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/tac_Measles_Total_60.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_60.rtf,yes,73172,skip,
Measles Total,tac_Measles_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/tac_Measles_Total_61.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_61.rtf,yes,73270,skip,
Measles Total,tac_Measles_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/tac_Measles_Total_62.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_62.rtf,yes,73309,skip,
Measles Total,tac_Measles_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/tac_Measles_Total_63.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_63.rtf,yes,73055,skip,
Measles Total,tac_Measles_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/tac_Measles_Total_64.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_64.rtf,yes,72938,skip,
Measles Total,tac_Measles_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/tac_Measles_Total_65.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_65.rtf,yes,72946,skip,
Measles Total,tac_Measles_Total_66.rtf,http://doe1.moph.go.th/surdata/y66/tac_Measles_Total_66.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_66.rtf,yes,72958,skip,
Measles Total,tac_Measles_Total_67.rtf,http://doe1.moph.go.th/surdata/y67/tac_Measles_Total_67.rtf,,Code/Data/GetData/Measles Total/tac_Measles_Total_67.rtf,yes,73094,skip,
Measles Total,tad_Measles_Total_46.rtf,http://doe1.moph.go.th/surdata/y46/tad_Measles_Total_46.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_46.rtf,yes,34257,skip,
Measles Total,tad_Measles_Total_47.rtf,http://doe1.moph.go.th/surdata/y47/tad_Measles_Total_47.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_47.rtf,yes,80473,skip,
Measles Total,tad_Measles_Total_48.rtf,http://doe1.moph.go.th/surdata/y48/tad_Measles_Total_48.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_48.rtf,yes,80549,skip,
Measles Total,tad_Measles_Total_49.rtf,http://doe1.moph.go.th/surdata/y49/tad_Measles_Total_49.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_49.rtf,yes,80548,skip,
Measles Total,tad_Measles_Total_50.rtf,http://doe1.moph.go.th/surdata/y50/tad_Measles_Total_50.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_50.rtf,yes,80528,skip,
Measles Total,tad_Measles_Total_51.rtf,http://doe1.moph.go.th/surdata/y51/tad_Measles_Total_51.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_51.rtf,yes,80837,skip,
Measles Total,tad_Measles_Total_52.rtf,http://doe1.moph.go.th/surdata/y52/tad_Measles_Total_52.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_52.rtf,yes,80867,skip,
Measles Total,tad_Measles_Total_53.rtf,http://doe1.moph.go.th/surdata/y53/tad_Measles_Total_53.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_53.rtf,yes,81654,skip,
Measles Total,tad_Measles_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/tad_Measles_Total_54.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_54.rtf,yes,82388,skip,
Measles Total,tad_Measles_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/tad_Measles_Total_55.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_55.rtf,no,,download,HTTP 404
Measles Total,tad_Measles_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/tad_Measles_Total_56.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_56.rtf,yes,82417,skip,
Measles Total,tad_Measles_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/tad_Measles_Total_57.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_57.rtf,yes,73186,skip,
Measles Total,tad_Measles_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/tad_Measles_Total_58.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_58.rtf,yes,73187,skip,
Measles Total,tad_Measles_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/tad_Measles_Total_59.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_59.rtf,yes,73189,skip,
Measles Total,tad_Measles_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/tad_Measles_Total_60.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_60.rtf,yes,73189,skip,
Measles Total,tad_Measles_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/tad_Measles_Total_61.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_61.rtf,yes,73194,skip,
Measles Total,tad_Measles_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/tad_Measles_Total_62.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_62.rtf,yes,73196,skip,
Measles Total,tad_Measles_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/tad_Measles_Total_63.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_63.rtf,yes,73191,skip,
Measles Total,tad_Measles_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/tad_Measles_Total_64.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_64.rtf,yes,73209,skip,
Measles Total,tad_Measles_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/tad_Measles_Total_65.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_65.rtf,yes,73209,skip,
Measles Total,tad_Measles_Total_66.rtf,http://doe1.moph.go.th/surdata/y66/tad_Measles_Total_66.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_66.rtf,yes,73208,skip,
Measles Total,tad_Measles_Total_67.rtf,http://doe1.moph.go.th/surdata/y67/tad_Measles_Total_67.rtf,,Code/Data/GetData/Measles Total/tad_Measles_Total_67.rtf,yes,73210,skip,
Measles Total,trace_Measles_Total_47.rtf,http://doe1.moph.go.th/surdata/y47/trace_Measles_Total_47.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_47.rtf,yes,85369,skip,
Measles Total,trace_Measles_Total_48.rtf,http://doe1.moph.go.th/surdata/y48/trace_Measles_Total_48.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_48.rtf,yes,83900,skip,
Measles Total,trace_Measles_Total_49.rtf,http://doe1.moph.go.th/surdata/y49/trace_Measles_Total_49.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_49.rtf,yes,83891,skip,
Measles Total,trace_Measles_Total_50.rtf,http://doe1.moph.go.th/surdata/y50/trace_Measles_Total_50.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_50.rtf,yes,83893,skip,
Measles Total,trace_Measles_Total_51.rtf,http://doe1.moph.go.th/surdata/y51/trace_Measles_Total_51.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_51.rtf,yes,83115,skip,
Measles Total,trace_Measles_Total_52.rtf,http://doe1.moph.go.th/surdata/y52/trace_Measles_Total_52.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_52.rtf,yes,83119,skip,
Measles Total,trace_Measles_Total_53.rtf,http://doe1.moph.go.th/surdata/y53/trace_Measles_Total_53.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_53.rtf,yes,83840,skip,
Measles Total,trace_Measles_Total_54.rtf,http://doe1.moph.go.th/surdata/y54/trace_Measles_Total_54.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_54.rtf,yes,84616,skip,
Measles Total,trace_Measles_Total_55.rtf,http://doe1.moph.go.th/surdata/y55/trace_Measles_Total_55.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_55.rtf,yes,84650,skip,
Measles Total,trace_Measles_Total_56.rtf,http://doe1.moph.go.th/surdata/y56/trace_Measles_Total_56.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_56.rtf,yes,84573,skip,
Measles Total,trace_Measles_Total_57.rtf,http://doe1.moph.go.th/surdata/y57/trace_Measles_Total_57.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_57.rtf,yes,76414,skip,
Measles Total,trace_Measles_Total_58.rtf,http://doe1.moph.go.th/surdata/y58/trace_Measles_Total_58.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_58.rtf,yes,76409,skip,
Measles Total,trace_Measles_Total_59.rtf,http://doe1.moph.go.th/surdata/y59/trace_Measles_Total_59.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_59.rtf,yes,76408,skip,
Measles Total,trace_Measles_Total_60.rtf,http://doe1.moph.go.th/surdata/y60/trace_Measles_Total_60.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_60.rtf,yes,76460,skip,
Measles Total,trace_Measles_Total_61.rtf,http://doe1.moph.go.th/surdata/y61/trace_Measles_Total_61.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_61.rtf,yes,76503,skip,
Measles Total,trace_Measles_Total_62.rtf,http://doe1.moph.go.th/surdata/y62/trace_Measles_Total_62.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_62.rtf,yes,76528,skip,
Measles Total,trace_Measles_Total_63.rtf,http://doe1.moph.go.th/surdata/y63/trace_Measles_Total_63.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_63.rtf,yes,76410,skip,
Measles Total,trace_Measles_Total_64.rtf,http://doe1.moph.go.th/surdata/y64/trace_Measles_Total_64.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_64.rtf,yes,76343,skip,
Measles Total,trace_Measles_Total_65.rtf,http://doe1.moph.go.th/surdata/y65/trace_Measles_Total_65.rtf,,Code/Data/GetData/Measles Total/trace_Measles_Total_65.rtf,yes,76347,skip,
