month,observed,expected,ratio,diff,cum_diff,StringencyIndex,GovernmentResponseIndex,SchoolClosing,InternalMovement,InternationalTravel,TestingPolicy,WHO_COVID_Cases,WHO_COVID_Deaths
2020-01-01,100766,81152.12709798159,1.241692653087663,19613.87290201841,19613.87290201841,0,0,0,0,0,0,5,0
2020-02-01,75327,87139.95920989492,0.8644369435445692,-11812.959209894922,7800.9136921234895,0,0,0,0,0,0,34,0
2020-03-01,48169,74139.35873072826,0.6497088837111236,-25970.358730728258,-18169.44503860477,35.902580645161294,26.04032258064516,1.4516129032258065,0.3870967741935484,2.129032258064516,0.967741935483871,1349,7
2020-04-01,21330,48122.62504825113,0.4432426530891247,-26792.62504825113,-44962.0700868559,76.264,68.626,3,2,4,1,1534,44
2020-05-01,21345,45545.75976976793,0.4686495539408752,-24200.75976976793,-69162.82985662384,75,69.51322580645162,3,2,4,1,159,6
2020-06-01,25144,68978.92624351094,0.36451712674152237,-43834.92624351094,-112997.75610013478,62.99333333333333,62.259,2.466666666666667,2,4,1,81,1
2020-07-01,34988,90057.53209715917,0.38850720406431927,-55069.53209715917,-168067.28819729394,52.78,53.39,1,2,3,1,129,0
2020-08-01,35053,112980.44305526381,0.31025723613824036,-77927.44305526381,-245994.73125255774,51.1658064516129,51.468709677419355,1,1.4193548387096775,3,1,120,0
2020-09-01,31292,122123.85761784029,0.25623167012887377,-90831.85761784029,-336826.58887039806,47.775999999999996,51.510999999999996,1,1,3,1,112,1
2020-10-01,40355,95352.38296891775,0.4232196274859184,-54997.38296891775,-391823.9718393158,47.22,53.39,1,1,3,1,213,0
2020-11-01,45726,72147.57880918933,0.6337842621293335,-26421.578809189334,-418245.5506485051,48.054,49.89966666666667,1,1,2.7,1,241,1
2020-12-01,28212,55848.46938646273,0.5051526086557062,-27636.469386462733,-445882.02003496786,54.928709677419356,57.72129032258064,1.7096774193548387,1.3548387096774193,2,1,2164,0
2021-01-01,30118,81342.50755961191,0.3702615139805962,-51224.50755961191,-497106.5275945798,59.31967741935484,57.06516129032258,3,2,2.5161290322580645,1,12641,17
2021-02-01,26672,88140.55329178566,0.30260758531550674,-61468.55329178566,-558575.0808863654,49.30642857142857,43.065,1,1.6785714285714286,2,1,7169,6
2021-03-01,32917,75527.79723141446,0.4358262945117212,-42610.79723141446,-601185.8781177799,47.22,44.79,1,1,2,1,2783,11
2021-04-01,21697,48781.23872378226,0.444781653103493,-27084.238723782262,-628270.1168415621,51.60333333333333,47.777,1.8666666666666667,1,2.1333333333333333,1,26726,46
2021-05-01,16841,46203.78945792737,0.3644939126764747,-29362.78945792737,-657632.9062994896,59.26,58.196451612903225,3,1,3,1,98847,872
2021-06-01,16509,69389.3795266459,0.23791825366676542,-52880.379526645906,-710513.2858261354,56.10933333333333,58.02133333333333,2.433333333333333,1,3,1.5,90140,900
2021-07-01,20824,91252.07669792585,0.22820302565753364,-70428.07669792585,-780941.3625240612,59.318064516129034,60.62516129032258,2,1.1290322580645162,3,1.903225806451613,252855,2147
2021-08-01,25438,115256.87221669573,0.22070701304624799,-89818.87221669573,-870760.234740757,73.22322580645161,69.41483870967743,2.4516129032258065,2,2.967741935483871,1.032258064516129,676789,7084
2021-09-01,18268,124234.88519165589,0.14704404460806755,-105966.88519165589,-976727.1199324129,55.09,62.248333333333335,3,2,2,2,387547,5125
2021-10-01,15886,96953.6365294541,0.16385151262659345,-81067.6365294541,-1057794.756461867,56.645806451612906,66.16645161290323,2.161290322580645,2,2.4193548387096775,3,350386,2937
2021-11-01,14736,73119.23804527776,0.20153382876986492,-58383.23804527776,-1116177.9945071447,58.306,68.00233333333334,1,2,3,3,194789,1502
2021-12-01,13138,56602.45777008637,0.23211006231152131,-43464.45777008637,-1159642.452277231,42.64,59.019677419354835,1.5483870967741935,1.4516129032258065,3,3,103157,873
2022-01-01,23863,82194.04112093666,0.2903251826356736,-58331.04112093666,-1217973.493398168,41.35580645161291,56.74483870967742,2,1,2.3225806451612905,3,222564,577
2022-02-01,22167,88984.2230059764,0.24911157563865238,-66817.2230059764,-1284790.7164041442,40.67714285714286,51.74642857142857,2,1,2,3,437082,734
2022-03-01,28886,76352.73123619276,0.3783230741365732,-47466.73123619276,-1332257.447640337,43.06,52.86,2,1,2,3,659469,1908
2022-04-01,25693,49491.08095173717,0.5191440458747579,-23798.080951737167,-1356055.528592074,37.5,49.74,2,1,1,3,636789,2976
2022-05-01,23362,46777.78952807395,0.4994250526947018,-23415.789528073947,-1379471.318120148,34.990645161290324,42.81612903225807,1.5161290322580645,0.7096774193548387,1,3,276774,2197
2022-06-01,33212,69633.31914787322,0.47695557825516033,-36421.31914787322,-1415892.6372680212,28.484666666666666,35.62266666666667,1,0,1,3,71507,620
2022-07-01,50417,91399.95082332336,0.5516086118848833,-40982.950823323365,-1456875.5880913446,24.07,27.6,1,0,1,3,76021,793
2022-08-01,83918,116057.58789881562,0.7230720672323778,-32139.58789881562,-1489015.1759901603,29.091935483870966,28.8141935483871,1,0,1,2.225806451612903,56236,837
2022-09-01,85730,125408.22740563746,0.6836074615958266,-39678.22740563746,-1528693.4033957978,29.63,30.73,1,0,1,3,31940,496
2022-10-01,63667,97976.979731153,0.6498159075193077,-34309.979731153,-1563003.3831269508,5.56,17.19,0,0,0,3,14096,237
2022-11-01,48712,73861.43955880021,0.6595051530402539,-25149.439558800208,-1588152.822685751,5.56,17.19,0,0,0,3,14796,225
2022-12-01,39118,57044.28536934476,0.6857479193002874,-17926.28536934476,-1606079.1080550957,5.56,17.19,0,0,0,3,14564,414
2023-01-01,55861,82779.38584730803,0.6748177632416753,-26918.385847308033,-1632997.4939024036,NA,NA,NA,NA,NA,NA,5176,271
2023-02-01,56147,89506.84052394611,0.6272928378583397,-33359.84052394611,-1666357.3344263497,NA,NA,NA,NA,NA,NA,1051,46
2023-03-01,58065,76967.3138893181,0.7544111528109148,-18902.313889318102,-1685259.6483156679,NA,NA,NA,NA,NA,NA,597,24
2023-04-01,38981,50256.89510197084,0.7756348640501539,-11275.89510197084,-1696535.5434176389,NA,NA,NA,NA,NA,NA,3669,22
2023-05-01,40246,47493.85856931706,0.8473937728445701,-7247.858569317061,-1703783.401986956,NA,NA,NA,NA,NA,NA,9657,138
2023-06-01,59815,70159.53916747244,0.8525569111453286,-10344.539167472438,-1714127.9411544283,NA,NA,NA,NA,NA,NA,9605,233
2023-07-01,96897,91530.80995797082,1.0586271447231073,5366.190042029179,-1708761.7511123992,NA,NA,NA,NA,NA,NA,3612,97
2023-08-01,131133,116333.40015570846,1.127217117564541,14799.599844291544,-1693962.1512681076,NA,NA,NA,NA,NA,NA,1231,34
2023-09-01,200877,126267.43438050989,1.5908852586222069,74609.56561949011,-1619352.5856486175,NA,NA,NA,NA,NA,NA,877,14
2023-10-01,162114,98849.52813546812,1.640007828644677,63264.47186453188,-1556088.1137840855,NA,NA,NA,NA,NA,NA,842,14
2023-11-01,120543,74573.75781013434,1.6164265224089134,45969.24218986566,-1510118.87159422,NA,NA,NA,NA,NA,NA,1461,5
2023-12-01,88201,57472.08666200571,1.5346754419882391,30728.913337994287,-1479389.9582562256,NA,NA,NA,NA,NA,NA,2789,25
2024-01-01,137461,83193.33856991291,1.6523077732297322,54267.661430087086,-1425122.2968261386,NA,NA,NA,NA,NA,NA,2628,30
2024-02-01,92371,89806.05318496845,1.0285609569073109,2564.9468150315515,-1422557.350011107,NA,NA,NA,NA,NA,NA,2235,20
2024-03-01,80805,77516.57308545207,1.042422243188213,3288.426914547934,-1419268.923096559,NA,NA,NA,NA,NA,NA,2767,16
2024-04-01,64940,50856.45953917038,1.2769272691895173,14083.540460829623,-1405185.3826357294,NA,NA,NA,NA,NA,NA,4299,19
2024-05-01,68868,48465.56196925106,1.420967738776933,20402.43803074894,-1384782.9446049805,NA,NA,NA,NA,NA,NA,7355,45
2024-06-01,128188,70983.16738206019,1.805892928249316,57204.832617939814,-1327578.1119870406,NA,NA,NA,NA,NA,NA,12585,46
2024-07-01,211670,91570.03894070102,2.3115639400030545,120099.96105929898,-1207478.1509277418,NA,NA,NA,NA,NA,NA,NA,NA
2024-08-01,210816,116687.82690258569,1.8066666043579267,94128.17309741431,-1113349.9778303273,NA,NA,NA,NA,NA,NA,NA,NA
2024-09-01,163704,126950.36516327059,1.2895118481105639,36753.63483672941,-1076596.342993598,NA,NA,NA,NA,NA,NA,NA,NA
2024-10-01,103091,99487.37921021025,1.0362218888304973,3603.620789789755,-1072992.7222038081,NA,NA,NA,NA,NA,NA,NA,NA
2024-11-01,88429,75032.54828638268,1.1785418730880102,13396.451713617324,-1059596.270490191,NA,NA,NA,NA,NA,NA,NA,NA
2024-12-01,73641,57984.75276179456,1.2700062773833392,15656.24723820544,-1043940.0232519854,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-01,137885,83624.22177272866,1.6488643729891994,54260.77822727134,-989679.2450247142,NA,NA,NA,NA,NA,NA,NA,NA
2025-02-01,172638,90180.19514641145,1.9143671148605825,82457.80485358855,-907221.4401711256,NA,NA,NA,NA,NA,NA,NA,NA
2025-03-01,170971,77823.10185805456,2.196918343242634,93147.89814194544,-814073.5420291801,NA,NA,NA,NA,NA,NA,NA,NA
2025-04-01,98664,51304.16656750175,1.9231186587971587,47359.83343249825,-766713.7085966818,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-01,90444,48798.57522261052,1.8534147685134326,41645.42477738948,-725068.2838192924,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-01,94370,72027.42476583539,1.310195391641467,22342.575234164615,-702725.7085851277,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-01,115881,92188.07522139925,1.2570063939582177,23692.924778600747,-679032.783806527,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-01,137635,117330.7449398649,1.1730514458980172,20304.255060135096,-658728.5287463919,NA,NA,NA,NA,NA,NA,NA,NA
2025-09-01,275660,127537.78130925568,2.1613987413782523,148122.2186907443,-510606.3100556476,NA,NA,NA,NA,NA,NA,NA,NA
2025-10-01,303610,100288.99902893987,3.027350985050602,203321.00097106013,-307285.3090845875,NA,NA,NA,NA,NA,NA,NA,NA
