Country,Cadence,Split,Method,SMAPE,RMSE,MASE,R_Squared,z_SMAPE,z_RMSE,z_MASE,CompositeSplitIndex
Australia,month,2017-2019,ARIMA + Fourier,44.491104228434466,669.799028388433,4.2241337648125565,0.3048462900648892,0.4937653208149555,0.4702239685100224,0.6677301067995027,1.6317193961244807
China,month,2019,Neural Network,47.056548430853425,2003.5192866888883,3.0754772092241454,0.8143303784237488,-1.8453046326384155,-1.9756260354176292,-1.9906133196853226,-5.811543987741367
China,month,2019,ETS,17.18566992268914,528.1799656643917,0.7950440140762743,0.9559204236210975,1.1032118901506718,0.856377495593976,0.8076925236735369,2.767281909418185
China,month,2019,SARIMA,23.922854967284465,829.3108353716358,1.1865972580799895,0.8442468188335082,0.4381929013168669,0.2783384816840697,0.32721989548472236,1.0437512784856589
China,month,2019,TBATS,28.54232741452497,788.7998299721412,1.2135649406911482,0.924917254023852,-0.01778936360161545,0.3561018197184214,0.2941280145240266,0.6324404706408325
China,month,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
China,month,2019,Bayesian structural,24.113231633420796,772.7906877896012,1.118456598153394,0.856496909151878,0.41940106211792766,0.3868323415335228,0.41083488900815973,1.2170682926596101
China,month,2019,ARIMA + Fourier,29.352007496776253,923.2711749255695,1.3304182705737078,0.9424018390200493,-0.0977118573454344,0.09797589688763865,0.1507379969948774,0.15100203653708164
China,month,2018-2019,Neural Network,105.8193153020302,1919.1576871706613,2.9847217444949816,0.0099484900191,-0.0013487896478877111,-0.38240251773989775,-0.22489073099028467,-0.6086420383780702
China,month,2018-2019,ETS,91.11196437180759,1704.1992291349363,2.6822410844137288,0.8075528806397209,0.4301317663992601,0.3526979468372711,0.3876750792663438,1.170504792502875
China,month,2018-2019,SARIMA,84.21412107288367,1563.487841258955,2.4922582935976525,0.7149295892015387,0.6324989551789687,0.8338932789220468,0.7724169075862237,2.238809141687239
China,month,2018-2019,TBATS,92.9947904870041,1672.4654324179694,2.676083443353281,0.8137211324955147,0.3748938882130772,0.46121904864738417,0.40014516705459935,1.2362581039150606
China,month,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
China,month,2018-2019,Bayesian structural,173.65468334451114,2351.7215432129046,3.823149773091183,0.07938311018976615,-1.9914857260342662,-1.8616552740240833,-1.9228252189041162,-5.775966218962465
China,month,2018-2019,ARIMA + Fourier,86.84516995779931,1632.9803377629153,2.583579423726034,0.8166489849879298,0.5553099058908488,0.5962475173572773,0.5874787959872331,1.7390362192353592
China,month,2017-2019,Neural Network,103.58742555259343,1702.7970703673343,3.1095181235573808,0.00884522971175637,-1.5941498710105386,-1.2459656996799726,-1.4276893891575189,-4.26780495984803
China,month,2017-2019,ETS,98.0499736884957,1676.115825862868,3.0313017330313414,NA,-0.5520407547930163,-0.8059123909159291,-0.7156717750946782,-2.0736249208036237
China,month,2017-2019,SARIMA,92.8546827134836,1645.828751059948,2.9478197598182594,0.10998202768871318,0.42567611197831956,-0.3063881847801183,0.04427936794161446,0.16356729513981572
China,month,2017-2019,TBATS,92.13037732719174,1579.8564034463732,2.8749863380806593,0.3667956046315777,0.5619852419725698,0.7816926148027309,0.7072948666224718,2.0509727233977726
China,month,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
China,month,2017-2019,Bayesian structural,95.76916593563335,1618.9922062337514,2.9530861683776233,0.24843687759954985,-0.12280893302173447,0.1362264895311009,-0.0036616790934062148,0.009755877415960207
China,month,2017-2019,ARIMA + Fourier,88.3079537984319,1539.9209617419033,2.7993914359664585,0.4475601548215626,1.2813382048744026,1.440347171042181,1.395448608781517,4.117133984698101
Japan,week,2019,Neural Network,31.50566516815096,93.46149970382618,1.9089342120081505,0.04626462814175415,1.1870000054933798,1.0335133137924386,1.0409053024706907,3.2614186217565093
Japan,week,2019,SARIMA,55.43041992668573,224.86412801579334,4.61786507797808,0.049903615896046374,-0.021703227652410062,-0.07204659924637108,0.019218442936357497,-0.07453138396242365
Japan,week,2019,TBATS,61.66275289448254,224.1048329055245,5.038336712093443,0.05454397482551157,-0.3365671033429145,-0.06565824730194368,-0.13936454224764422,-0.5415898928925024
Japan,week,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Japan,week,2019,Bayesian structural,83.64819355404299,402.98229797173514,8.837718940293811,0.026759457475863536,-1.447294192316139,-1.5706491083195395,-1.572320600914252,-4.590263901549931
Japan,week,2019,ARIMA + Fourier,42.75712811268601,136.0919635464858,2.941252197817146,0.07910839063219181,0.618564517818084,0.6748406410754151,0.6515613977548481,1.9449665566483472
Japan,week,2018-2019,Neural Network,148.96813996028027,190.02256918641677,4.891881770465968,0.004020817348981556,-1.100181222455415,-0.8844353076936711,-0.9023435182266575,-2.8869600483757436
Japan,week,2018-2019,SARIMA,118.92948270948494,171.92086045882286,4.348163972925512,0.08210065896108147,-0.225934084588019,-0.3274555984096923,-0.3122511728011045,-0.8656408557988158
Japan,week,2018-2019,TBATS,113.26087707710498,167.44932039384491,4.2294009288202,0.17290784893233468,-0.06095459804069763,-0.18986874829943068,-0.183358641486149,-0.4341819878262773
Japan,week,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Japan,week,2018-2019,Bayesian structural,54.987471964030725,105.26109589270136,2.477308978040321,0.3966210343029481,1.6350385753074081,1.7236290172862483,1.7181719931810073,5.076839585774664
Japan,week,2018-2019,ARIMA + Fourier,119.68657911494232,171.7393091263521,4.355505306850636,0.13539299018438278,-0.2479686702232767,-0.3218693628834555,-0.32021866066709886,-0.8900566937738311
Japan,week,2017-2019,Neural Network,81.43189819753428,124.68903871621522,3.743221838458949,0.09875341081312167,0.42880878519505083,0.4797185086486695,0.4403633269867729,1.3488906208304932
Japan,week,2017-2019,SARIMA,76.04713950847399,118.14697724737717,3.5459445808152568,0.11828755112859474,0.5903872540372419,0.7986296623774607,0.7473585430333166,2.1363754594480193
Japan,week,2017-2019,TBATS,83.02763736611747,129.70177548901165,3.8429199189994514,0.03740682740837814,0.38092602824718486,0.23535858094606732,0.28521704129459724,0.9015016504878495
Japan,week,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Japan,week,2017-2019,Bayesian structural,155.11775817015578,170.21260007724035,5.155018234564014,0.3976113973603499,-1.7822556500385427,-1.7394553014174257,-1.7566194616669906,-5.2783304131229585
Japan,week,2017-2019,ARIMA + Fourier,82.98739445120434,129.89891320608695,3.8439072787485484,0.03571308744558868,0.38213358255906543,0.22574854944523093,0.2836805503523054,0.8915626823566017
New Zealand,month,2019,Neural Network,74.21161174973719,115.20125703917007,4.0128447768546405,0.9249885063907511,-0.20051862029911183,-0.03141975546479208,-0.060504302210605924,-0.29244267797450985
New Zealand,month,2019,ETS,83.5458630639874,143.9997765678571,5.02631817078496,NA,-0.6632226256097711,-0.7183308495455192,-0.7337069127261068,-2.115260387881397
New Zealand,month,2019,SARIMA,82.97935056065042,142.02150107172736,4.958505154639174,NA,-0.6351402871845768,-0.6711444174761226,-0.6886619221326865,-1.994946626793386
New Zealand,month,2019,TBATS,83.44931946271163,143.66038998832678,5.014696599447993,NA,-0.6584369058457,-0.7102356970697378,-0.725987250612435,-2.094659853527873
New Zealand,month,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,month,2019,Bayesian structural,31.79575341361586,35.96971852282749,1.18547957861353,0.9232826887301567,1.902058959849248,1.8584351293929458,1.8175811450601074,5.578075234302301
New Zealand,month,2019,ARIMA + Fourier,65.01707858296227,102.45132215602108,3.3327068876796657,0.10265236669314616,0.25525947908991153,0.2726955901632266,0.3912792426217272,0.9192343118748654
New Zealand,month,2018-2019,Neural Network,102.91845896249468,561.190552568179,11.64544166070038,0.12137670859488416,0.39151556125940895,0.3117146594622737,0.35060553228661107,1.0538357530082938
New Zealand,month,2018-2019,ETS,102.95552522433456,348.20749866569474,8.885038784769497,NA,0.39009052508871417,0.4292684867423797,0.4197252677615883,1.2390842795926822
New Zealand,month,2018-2019,SARIMA,104.82590915596825,361.5550282229986,9.264533020711214,NA,0.31818241719323703,0.4219014537533899,0.410222835550955,1.1503067064975818
New Zealand,month,2018-2019,TBATS,102.58029834801181,345.3638732418638,8.808629398681601,NA,0.40451636261413193,0.43083799683155044,0.4216385379585771,1.2569928974042595
New Zealand,month,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,month,2018-2019,Bayesian structural,166.06844951392665,4819.885028536467,107.13059024277997,0.5813610418623228,-2.0363262616782,-2.0388283799662643,-2.040316557140849,-6.115471198785313
New Zealand,month,2018-2019,ARIMA + Fourier,99.26379661080472,319.5136157171044,8.15024181427586,0.17988475851715854,0.5320213955227081,0.44510578317667043,0.4381243835831175,1.4152515622824962
New Zealand,month,2017-2019,Neural Network,49.14715926844371,137.97283057184202,2.204558555650867,0.034340863503243786,0.6265191205253225,0.44240419583556073,0.446313782440985,1.5152370988018684
New Zealand,month,2017-2019,ETS,47.92179006203913,134.12018530105865,2.1578273082202495,NA,0.6966376393577942,0.46805213049047895,0.461636568615434,1.6263263384637072
New Zealand,month,2017-2019,SARIMA,54.69179817365269,146.99232905120982,2.3809844278691923,0.05922375456835363,0.3092417926292706,0.38235934577545594,0.38846521078332197,1.0800663491880484
New Zealand,month,2017-2019,TBATS,56.113201041222524,149.14321739246114,2.4234610390181013,0.05861800867563716,0.22790576491019515,0.3680403935363825,0.37453748435110357,0.9704836427976813
New Zealand,month,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,month,2017-2019,Bayesian structural,94.86304824368027,510.8056507965096,9.786475636295007,0.11147404825873872,-1.98945197234947,-2.039628573401662,-2.0397335757340964,-6.068814121485229
New Zealand,month,2017-2019,ARIMA + Fourier,57.839066745051696,147.5311176394007,2.4410185299671823,6.743698771071589e-4,0.1291476549268869,0.37877250776378374,0.3687805295432521,0.8767006922339227
Sweden,month,2019,Neural Network,34.88747680981562,25.820784052643145,0.9308842059832999,0.43721755446078053,0.18442846226482484,0.5868612056831265,0.19855858559824735,0.9698482535461987
Sweden,month,2019,ETS,44.14893712193697,31.757458247655247,1.181640625,NA,-1.0655685866073277,-1.1110431651958599,-1.100547120772479,-3.277158872575667
Sweden,month,2019,SARIMA,44.33840835704112,31.56205686157563,1.181640625,NA,-1.0911410640293144,-1.055157856923571,-1.100547120772479,-3.246846041725364
Sweden,month,2019,TBATS,29.33118830566381,24.15008261960783,0.7725684910883839,0.5557479772560765,0.9343473734091067,1.0646861919301047,1.0187523394995148,3.017785904838726
Sweden,month,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,month,2019,Bayesian structural,38.21523561188491,29.49654804439416,1.011866109409915,0.4223111619868139,-0.26471114874239005,-0.46441692461368295,-0.22098821311111036,-0.9501162864671834
Sweden,month,2019,ARIMA + Fourier,26.60240305080748,24.44943527225321,0.7366626323589649,0.6055733568379398,1.3026449637050985,0.9790705491198836,1.204771529558306,3.486487042383288
Sweden,month,2018-2019,Neural Network,37.39447736621885,28.878939532859352,1.329397700813048,0.01708179153912128,0.24760937552577778,0.08637572475997204,0.028656074731126805,0.36264117501687665
Sweden,month,2018-2019,ETS,35.33438592689792,26.779900424695086,1.2303869087339208,NA,0.29800154605959006,0.23910734968557165,0.1691212228214852,0.7062301185666469
Sweden,month,2018-2019,SARIMA,35.120140302774075,26.440705991583,1.2195782643957827,NA,0.30324223674977163,0.26378803178121585,0.18445528687380833,0.7514855554047958
Sweden,month,2018-2019,TBATS,27.675218833731375,21.806029972993166,0.9145971050149807,0.3573014223605336,0.48535345041633904,0.6010192899172305,0.6171275523674263,1.703500292700996
Sweden,month,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,month,2018-2019,Bayesian structural,129.8824304306062,57.179585768007676,2.7056547820797,0.005263712620021758,-2.0147507382952563,-1.9728539814073198,-1.9238195157684497,-5.911424235471026
Sweden,month,2018-2019,ARIMA + Fourier,19.695593371163426,19.311009207115646,0.6979656630011437,0.525841167695245,0.6805441295437777,0.7825635852633304,0.9244593789746025,2.3875670937817106
Sweden,month,2017-2019,Neural Network,54.048104268295454,47.98303879683805,2.375023924450996,0.11653026923080657,0.046577480494348206,0.3296340034257356,0.3280391002514473,0.7042505841715311
Sweden,month,2017-2019,ETS,54.65724833318461,47.92834219252366,2.529318959380852,NA,0.03234489956056192,0.3299221645599774,0.31152439064419,0.6737914547647293
Sweden,month,2017-2019,SARIMA,32.035201793624644,24.80314134903015,1.1633711701617806,0.007098936382175491,0.5609064120506395,0.45175393434091,0.457726315339195,1.4703866617307444
Sweden,month,2017-2019,TBATS,31.117630039634534,25.21738416081977,1.2539539273985327,0.4700660873194503,0.58234537042512,0.44957155611116334,0.4480309422387598,1.4799478687750431
Sweden,month,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,month,2017-2019,Bayesian structural,139.58649794068359,497.20893400237907,24.46018666405954,0.09675227334683854,-1.9520172379978455,-2.0370475322165196,-2.035809156041843,-6.024873926256208
Sweden,month,2017-2019,ARIMA + Fourier,24.804836033464234,20.169448483089255,0.8572787056211995,0.4143306147699281,0.7298430754671756,0.4761658737787331,0.4904884075682511,1.69649735681416
United States,week,2019,Neural Network,39.854669415691696,41.759397214925386,1.4846637654088077,0.14482019639075422,0.45637609185779265,0.3728180882843835,0.4246047641719033,1.2537989443140796
United States,week,2019,SARIMA,37.99948287466979,42.04174865840774,1.4507035807312036,0.010436768718308802,0.6514431321968809,0.32727022665482686,0.5537898447359615,1.5325032035876691
United States,week,2019,TBATS,34.4963924303236,36.03211437240328,1.3009957131165235,0.22562643416868636,1.0197820942951845,1.2967215867300468,1.1232809450487957,3.439784626074027
United States,week,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
United States,week,2019,Bayesian structural,56.014191151733826,51.48999873710049,1.9109606497037097,0.029661412577962152,-1.2427468850739798,-1.1968855627333679,-1.1970353377490384,-3.6366677855563863
United States,week,2019,ARIMA + Fourier,52.61045232145781,49.02923393858339,1.8340957959371542,0.04923714754247085,-0.8848544332758767,-0.799924338935887,-0.9046402162076211,-2.589418988419385
United States,week,2018-2019,Neural Network,39.97475082869971,41.697518971609874,1.6143547187060299,0.20989387757694022,-1.7005453882039616,-1.5807433589517133,-1.6794324633508317,-4.960721210506507
United States,week,2018-2019,SARIMA,29.70029982803943,31.118303090198264,1.0895075445055529,0.052925180592909786,0.5393355196064269,0.8708851002271505,0.647975791784748,2.0581964116183253
United States,week,2018-2019,TBATS,32.526980986077135,36.33178254364576,1.270893571873076,0.1365707747943614,-0.0768948909477845,-0.3372871067389746,-0.15637137480620433,-0.5705533724929635
United States,week,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
United States,week,2018-2019,Bayesian structural,30.02191247216257,33.484306439670476,1.1291858730718027,0.04715091921818817,0.46922237962108454,0.3225872668999599,0.47202425008930277,1.2638338966103473
United States,week,2018-2019,ARIMA + Fourier,28.647356361060073,31.74973030914852,1.0742118453457663,0.1347003615358461,0.7688823799242361,0.7245580985635774,0.7158037962829863,2.2092442747708
United States,week,2017-2019,Neural Network,29.930903459663195,34.16749924898715,1.2752946000185539,0.09341363626307544,0.7448020580587341,0.6009539431981974,0.6084740676894267,1.9542300689463583
United States,week,2017-2019,SARIMA,34.52525491407754,39.39940869192415,1.5325480788149788,0.009639305738992554,0.28691507601429167,0.3133865627131632,0.27387843343599194,0.8741800721634467
United States,week,2017-2019,TBATS,33.60204100974113,38.25694350298103,1.4789190048578635,0.009788587580988809,0.37892537009658306,0.37618117436746673,0.3436308585501541,1.0987374030142039
United States,week,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
United States,week,2017-2019,Bayesian structural,55.062935029670015,77.4502811038475,3.1052788479375826,0.010943548925158244,-1.7599323320757658,-1.7780467512634082,-1.7716870985306177,-5.309666181869792
United States,week,2017-2019,ARIMA + Fourier,33.89939844007692,36.23118806736132,1.323555497067824,0.0820035533137432,0.34928982790615587,0.4875250709845805,0.5457037388550449,1.3825186377457812
