Country,Cadence,Split,Method,SMAPE,RMSE,MASE,R_Squared,z_SMAPE,z_RMSE,z_MASE,CompositeSplitIndex
Australia,month,2019,Neural Network,16.376157688334438,181.45068269421964,1.1255932721499828,0.00099381745783628855,0.8883831216938095,1.1055143344656126,1.0437853572577485,3.0376828134171707
Australia,month,2019,ETS,29.10112994677485,411.4320267119533,2.4955777132837484,0.450529075622714,-1.0344314433976551,-0.8913592861034648,-0.9878097772796329,-2.913600506780753
Australia,month,2019,SARIMA,14.796246472975641,172.7406921122402,1.1037091767392124,0.7686161482144943,1.1271165534644165,1.18114112281597,1.0762380044742959,3.384495680754682
Australia,month,2019,TBATS,21.674557272997625,316.8173582744036,1.808815477132447,0.41598228427855466,0.08776527466413149,-0.0698424959969412,0.030612604506209826,0.048535383173400115
Australia,month,2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Australia,month,2019,Bayesian structural,31.109985026440306,453.47571995970014,2.721503694800884,0.4349861140563228,-1.3379806950493929,-1.2564147314323264,-1.3228428703824613,-3.9172382968641806
Australia,month,2019,ARIMA + Fourier,20.474192003650327,316.72481259494697,1.7215532224722445,0.4545810677078413,0.2691471886246893,-0.06903894374884953,0.16001668142383912,0.36012492629967885
Australia,month,2018-2019,Neural Network,20.194946668602455,288.53980038553044,1.4080464574897444,0.0028310218802699637,1.0262819542010764,1.1056385997338531,1.0972252798291908,3.2291458337641203
Australia,month,2018-2019,ETS,23.150472059088024,344.9637361576749,1.5893274588822215,NA,0.9806440592462023,0.9205385907707535,1.011301045732235,2.9124836957491906
Australia,month,2018-2019,SARIMA,141.08656956007718,880.7170834406446,5.514308398256096,0.0510163046776534,-0.8404721613976139,-0.8370124915315544,-0.8490758193022659,-2.5265604722314343
Australia,month,2018-2019,TBATS,113.81281550344366,801.0497130651787,4.920524636759077,0.004165953577223577,-0.4193231072671022,-0.5756618649089182,-0.5676320136417886,-1.562616985817809
Australia,month,2018-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Australia,month,2018-2019,Bayesian structural,172.69064974471218,1000.9423521339463,6.274324074963917,0.040316912565709434,-1.3284881656772527,-1.231414229166232,-1.209310837981445,-3.7692132328249297
Australia,month,2018-2019,ARIMA + Fourier,49.008408734221476,437.21342078473737,2.6311538614085026,0.5698501699672286,0.58135742089469,0.6179113951020982,0.5174923453640743,1.7167611613608624
Australia,month,2017-2019,Neural Network,51.53238713493126,897.117119686973,5.303160115177543,0.0023138361341338326,0.3093964198275112,-1.2631484716859307,-0.9212093285821576,-1.8749613804405771
Australia,month,2017-2019,ETS,48.497508335586836,657.33974419078,4.41784942324455,NA,0.3888616644846967,0.5652299565042538,0.3824706700587759,1.3365622910477264
Australia,month,2017-2019,SARIMA,51.7885264925075,724.0908522631825,4.85256944032205,0.014226357578277022,0.3026896687307205,0.05623161667001836,-0.2576840196302947,0.10123726577044417
Australia,month,2017-2019,TBATS,42.8294493338482,563.7833847662758,3.7375227397275514,NA,0.5372740806252749,1.2786268274049735,1.384297822859005,3.2001987308892534
Australia,month,2017-2019,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA
Australia,month,2017-2019,Bayesian structural,140.95280484664087,876.6609760010115,5.530243668051614,0.004159297375132061,-2.0319871544831596,-1.1071638974033389,-1.255605251504834,-4.394756303391333
