CountryCode,Country,Date,Year,Month,Week,Cases,URL,Cadence,CadenceLabel,ForecastMean,ForecastMedian,Lower95,Upper95,BestModel,NormalizationDate,BalanceDate,ReviewEndDate,Status,InDiscordanceWindow
AU,Australia,2020-11-01,2020,11,NA,44,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1064.9874001657863,988.5230152012016,717.1857438427429,1808.1706063347517,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2020-12-01,2020,12,NA,48,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1071.3279702872392,994.6382784160453,716.7516099673968,1809.088079782577,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-01-01,2021,1,NA,40,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1067.1482208632822,980.4184327382081,712.1862288751211,1824.4837820666114,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-02-01,2021,2,NA,54,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.9715690185387,988.1124583964795,712.4667046989148,1822.3699672930136,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-03-01,2021,3,NA,53,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1060.1070560345397,978.3980730938968,700.1162725792813,1815.3544956772394,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-04-01,2021,4,NA,48,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1052.6774678512083,976.4138835674465,682.5656743085118,1789.1219109112035,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-05-01,2021,5,NA,52,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1043.3029644770559,967.29209060136,701.8385618221268,1759.2489729177905,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-06-01,2021,6,NA,57,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1040.7442143363705,969.3251849958085,694.1180314033836,1766.1228836515297,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-07-01,2021,7,NA,38,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1037.158983891533,966.8410572646892,690.8771753109062,1782.198876584861,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-08-01,2021,8,NA,51,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1037.9054568780923,958.707650459256,693.4262116575078,1781.4139100921502,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-09-01,2021,9,NA,38,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1042.285865811775,970.9045341256431,691.0750622234659,1826.224716546822,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-10-01,2021,10,NA,41,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1052.0851143375814,970.6444094022872,689.9769423579984,1831.405276114062,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-11-01,2021,11,NA,48,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1056.841869683007,969.564945249585,696.4725244599406,1839.2537981762027,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2021-12-01,2021,12,NA,30,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1056.7009611274773,967.9353995678616,684.9503362402828,1856.389492029743,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-01-01,2022,1,NA,41,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1059.3490220491274,976.9873632167169,699.2510356523834,1821.4644763102824,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-02-01,2022,2,NA,43,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1065.0923027508213,986.2851987385393,688.7782173244608,1819.220309680981,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-03-01,2022,3,NA,47,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1066.7326755740883,979.2608548282999,695.0389420969846,1825.7516588791764,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-04-01,2022,4,NA,22,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1064.7965423022936,978.628819659613,685.9004385063777,1839.2219946247935,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-05-01,2022,5,NA,39,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.452328967574,974.7824689220073,696.8201620846609,1825.6403020927728,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-06-01,2022,6,NA,35,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1065.0862028248705,982.7215268176049,699.989756696855,1822.5809332890976,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-07-01,2022,7,NA,42,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.9147037588386,972.3566945929645,696.5299719698654,1841.2095712199095,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-08-01,2022,8,NA,64,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1060.841991608649,972.7820534617713,690.0754938439437,1822.5581513751163,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-09-01,2022,9,NA,38,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1062.1921019279725,978.6792267324931,688.6265006977742,1856.3005549003328,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-10-01,2022,10,NA,40,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1057.768555422036,984.442874290721,685.6278140657522,1833.0768238795085,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-11-01,2022,11,NA,35,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1053.7052922197736,972.8301945955294,686.4528317371621,1828.8416157810163,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2022-12-01,2022,12,NA,36,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1056.3204639648595,965.9835673531827,698.4873571145566,1818.09700700463,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-01-01,2023,1,NA,46,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.4645019271504,979.5752046567268,696.093257177357,1844.3935374384025,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-02-01,2023,2,NA,34,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1072.6096168620386,994.572204191644,699.2115126437519,1845.702509041603,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-03-01,2023,3,NA,44,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1073.3024424616012,988.7887921018602,700.8915595186957,1852.1321802437371,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-04-01,2023,4,NA,43,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.8135724861488,980.0709283288968,697.2459177958859,1874.8425699223856,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-05-01,2023,5,NA,77,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1066.5445055215307,977.1008160354789,686.3709426043006,1852.2486721533694,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-06-01,2023,6,NA,92,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1067.40889945102,981.5044305252912,695.2757923867663,1831.7492530180825,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-07-01,2023,7,NA,95,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1069.2778208228585,982.6983721084546,695.5627706585301,1846.4630087527376,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-08-01,2023,8,NA,156,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1076.19404373145,997.0439544072342,698.9939574339985,1843.74308982636,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-09-01,2023,9,NA,270,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1075.5260772098604,984.7040996802382,693.1070279548505,1873.5811954675207,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-10-01,2023,10,NA,367,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1077.4220474636543,986.4678764413866,689.9699386686543,1860.9013773574309,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-11-01,2023,11,NA,633,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1073.5012655077842,983.8599419470648,686.0957838955262,1847.5127019427905,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2023-12-01,2023,12,NA,585,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1076.1869251023932,974.5056901287152,689.4548978494514,1874.2509829203273,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2024-01-01,2024,1,NA,827,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1073.4629661317954,977.3659726862866,691.3975257877869,1873.7080756203454,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2024-02-01,2024,2,NA,846,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1073.5066323447193,983.7719384514337,689.368217995894,1855.5689370303162,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2024-03-01,2024,3,NA,1375,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1074.8655846151782,979.0282251058109,697.0283955088767,1881.3174326973908,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-04-01,2024,4,NA,2038,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.756659757883,982.5354458085541,688.4320625319871,1805.7555814139462,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-05-01,2024,5,NA,2578,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1067.632344490936,985.6951276879341,691.0103371468227,1807.8368826937065,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-06-01,2024,6,NA,4465,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1066.1333639957413,987.5036491327367,693.9138152073041,1829.5953545525717,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-07-01,2024,7,NA,5233,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.9104926073755,981.5468802409512,703.7110381449772,1851.0498962771987,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-08-01,2024,8,NA,6661,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.4227454667366,981.1816157614657,700.5462753334684,1845.0276188817445,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-09-01,2024,9,NA,8312,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1071.6553992444633,985.405937650077,701.0230193398646,1828.9739065207089,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-10-01,2024,10,NA,7940,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1069.338530384652,981.0653249023815,702.5078502579719,1825.9092340090792,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-11-01,2024,11,NA,9308,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.282035925561,982.0449537006623,690.8304103250229,1876.1271459521322,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2024-12-01,2024,12,NA,6843,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1068.1290342348316,973.7136226798013,700.6436860925521,1851.2102135552645,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,TRUE
AU,Australia,2025-01-01,2025,1,NA,5010,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1066.6693194669763,983.6673872201437,694.1084973669847,1846.6137658300804,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-02-01,2025,2,NA,2881,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1065.2207604910075,969.0525161922308,695.975957980694,1861.0260784163443,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-03-01,2025,3,NA,2362,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1061.1208990302719,975.8727652665721,686.3683519187371,1853.345229394815,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-04-01,2025,4,NA,1929,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1065.6413829105704,980.5536804494502,692.350708510003,1899.401152714727,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-05-01,2025,5,NA,2008,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1062.2153421871797,976.655564839047,672.3634132108411,1864.2294990592502,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-06-01,2025,6,NA,1756,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.4080666537584,982.7503404024683,690.2799186422226,1822.9115326084905,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-07-01,2025,7,NA,1572,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1063.7006596136441,973.682418213094,681.4872591896012,1850.6796021215025,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-08-01,2025,8,NA,1704,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1061.3841757976259,970.9828680599446,696.070880132393,1846.9357143645343,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-09-01,2025,9,NA,1748,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1064.6271819165859,969.9887724082266,690.2823410586328,1849.5544303659622,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-10-01,2025,10,NA,1587,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1069.069812082281,984.959827573481,697.5174260664305,1838.5222139945865,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-11-01,2025,11,NA,1496,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1071.4643049996537,980.2288796405587,694.0139683229515,1873.2379083645237,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
AU,Australia,2025-12-01,2025,12,NA,919,https://nindss.health.gov.au/pbi-dashboard/,month,Monthly surveillance,1073.7725294124893,981.661293847438,694.7917882056538,1858.8901194888037,Neural Network,2024-03-01,2024-12-01,2024-12-01,Balanced,FALSE
CN,China,2020-01-01,2020,1,NA,1141,https://www.cdctj.com.cn/system/2020/03/03/030012762.shtml,month,Monthly surveillance,1253.556732998313,1229.4989495454115,876.7298373865686,1639.1452568852128,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-02-01,2020,2,NA,738,https://www.cdctj.com.cn/system/2020/04/05/030017114.shtml,month,Monthly surveillance,1396.313928539797,1378.8410262432424,900.3151447304467,1990.7179036783493,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-03-01,2020,3,NA,874,https://www.cdctj.com.cn/system/2020/04/29/030020056.shtml,month,Monthly surveillance,1992.5673761188243,1966.774468457474,1265.6636136437246,2796.430452514151,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-04-01,2020,4,NA,479,https://www.cdctj.com.cn/system/2020/07/01/030025879.shtml,month,Monthly surveillance,1949.6940379849327,1916.5025191896773,1139.0691584672384,2875.2689334874854,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-05-01,2020,5,NA,277,https://www.cdctj.com.cn/system/2020/07/01/030025899.shtml,month,Monthly surveillance,2073.63767807016,2046.6244757375946,1168.3648961666813,3140.4544699989647,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-06-01,2020,6,NA,159,https://www.cdctj.com.cn/system/2020/07/31/030028318.shtml,month,Monthly surveillance,2257.4218744489276,2215.9524871239955,1253.8016855105247,3507.906902964939,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-07-01,2020,7,NA,142,https://www.cdctj.com.cn/system/2020/09/03/030030950.shtml,month,Monthly surveillance,2608.8221364980263,2548.9098887210666,1458.1911230187936,4113.856580554708,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-08-01,2020,8,NA,142,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,month,Monthly surveillance,3177.667205268032,3092.0648275257076,1809.9108030582393,4961.21593696005,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-09-01,2020,9,NA,201,https://www.cdctj.com.cn/system/2020/10/27/030035514.shtml,month,Monthly surveillance,2405.3788394575217,2337.791026052406,1158.3401983048657,4056.6796960550355,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-10-01,2020,10,NA,267,https://www.cdctj.com.cn/system/2020/12/01/030039806.shtml,month,Monthly surveillance,1687.5382963180655,1621.3563401919068,619.7158144378677,3168.504978352224,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-11-01,2020,11,NA,291,https://www.cdctj.com.cn/system/2021/01/07/030042673.shtml,month,Monthly surveillance,1507.0486963880105,1432.4207992137376,465.95639745340685,3038.1852762048534,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2020-12-01,2020,12,NA,294,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.025,month,Monthly surveillance,1479.8112242726813,1381.0871637972903,423.8633499910365,3055.646959694981,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-01-01,2021,1,NA,205,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,month,Monthly surveillance,1327.5808064189844,1224.4936078610408,317.0221547024336,2890.643988999119,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-02-01,2021,2,NA,115,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,month,Monthly surveillance,1465.9356045688157,1362.8926917317278,329.5217850916081,3199.6438305535366,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-03-01,2021,3,NA,220,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.108,month,Monthly surveillance,2065.592240542769,1955.6834902277258,648.759512009862,4141.35211858047,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-04-01,2021,4,NA,308,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,month,Monthly surveillance,2028.503462372352,1909.2267776161218,588.9629545867828,4188.544437652884,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-05-01,2021,5,NA,427,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,month,Monthly surveillance,2155.996858690823,2038.660991783367,610.1075730328259,4465.8339235229205,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-06-01,2021,6,NA,519,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.162,month,Monthly surveillance,2344.343941452893,2216.536461006932,659.9093174038338,4755.383258632946,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-07-01,2021,7,NA,820,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.186,month,Monthly surveillance,2686.062523498935,2531.008507443225,804.3492998107564,5416.077522026735,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-08-01,2021,8,NA,1227,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.211,month,Monthly surveillance,3267.4556236573503,3132.8866343723907,1071.6508026771353,6423.020001913247,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-09-01,2021,9,NA,1094,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.240,month,Monthly surveillance,2513.221496296272,2395.6949323134177,615.7546596202889,5214.128761966323,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-10-01,2021,10,NA,825,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.257,month,Monthly surveillance,1791.186542647051,1643.7454801520691,266.61576053948727,4225.671714321186,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-11-01,2021,11,NA,1148,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.002,month,Monthly surveillance,1603.655307153963,1438.1794328509648,193.99958603544945,4003.3741690605466,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,FALSE
CN,China,2021-12-01,2021,12,NA,2254,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,month,Monthly surveillance,1575.4572402958277,1413.657054251196,167.79424494523857,4027.11964449693,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-01-01,2022,1,NA,2354,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,month,Monthly surveillance,1422.2886466622615,1248.1899759779583,100.39781759279202,3833.1060003883476,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-02-01,2022,2,NA,2576,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,month,Monthly surveillance,1561.3800861124835,1381.7427398197651,128.5578421578202,4129.502803774381,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-03-01,2022,3,NA,3747,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,month,Monthly surveillance,2166.09727932186,1982.8190709500109,335.34959457968745,5244.559704008546,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-04-01,2022,4,NA,3415,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.103,month,Monthly surveillance,2122.847765897859,1942.1255895005966,302.6777200099531,5102.1171566548255,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-05-01,2022,5,NA,3991,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.127,month,Monthly surveillance,2252.4148533111697,2043.2511942703588,353.8074458712176,5397.998168958379,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-06-01,2022,6,NA,4213,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,month,Monthly surveillance,2422.250745412574,2215.8994705060504,390.70480731051674,5708.433785525228,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
CN,China,2022-07-01,2022,7,NA,4234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.158,month,Monthly surveillance,2763.0273459655914,2532.3467673030154,515.9908525302295,6422.684906916995,ARIMA + Fourier,2021-12-01,2024-01-01,2024-01-01,Balanced,TRUE
