DiseasesAssessed,PrimaryBalanced,SegmentedBalanced,AgreeWithin6Months,BothUnresolved,PrimaryOnly,SegmentedOnly,TimingDiffers,MedianAbsBPMonthDelta
24,14,14,12,10,0,0,2,2.5
