date,actual,Group,split,split_label,start_date,end_date,horizon,expected_mean,expected_median,lower_80,lower_95,upper_80,upper_95,Coverage80,Coverage95,IntervalScore80,IntervalScore95,WIS,PIT,Shortname,BestModel
2019-01-01,84,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,1,62.896749909960775,62.52657617030714,48.45564236965963,41.63081617023241,82.05867282069805,86.72243644158388,FALSE,TRUE,53.016302244057925,45.091620271351474,27.465012233657614,0.93,HCV,ARIMA + Fourier
2019-02-01,45,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,2,38.00364564559717,36.380553828422435,24.17554738478373,17.25551457395531,55.04822569811471,63.81672640180327,TRUE,TRUE,30.872678313330983,46.56121182784796,13.697633940508927,0.726,HCV,ARIMA + Fourier
2019-03-01,74,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,3,40.254115016175625,39.173368050922754,24.502380627473812,19.50951349483087,57.499054589473,68.66265296870276,FALSE,FALSE,198.00612806726923,262.64702072576154,70.04816687905534,0.988,HCV,ARIMA + Fourier
2019-04-01,30,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,4,37.48561382918583,35.6483679644546,21.26135036370871,15.31983813899902,55.906353990387196,67.01867861866506,TRUE,TRUE,34.64500362667849,51.698840479666046,12.12984857101888,0.323,HCV,ARIMA + Fourier
2019-05-01,25,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,5,33.868856935852804,32.664232545336205,18.340384391451526,12.22606011545597,51.76780348413225,62.97893782550624,TRUE,TRUE,33.42741909268072,50.75287771005027,13.509888199499892,0.27,HCV,ARIMA + Fourier
2019-06-01,43,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,6,33.71654759728648,31.90573976200933,16.642372169121167,11.733850514693888,53.40957087792925,64.45242951583707,TRUE,TRUE,36.76719870880808,52.71857900114318,16.86690314384756,0.75,HCV,ARIMA + Fourier
2019-07-01,16,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,7,27.073710927338674,25.540884794744457,11.179367018870533,7.161011041910712,44.93830824688291,56.56201865576935,TRUE,TRUE,33.758941228012375,49.40100761385864,15.010178736831893,0.218,HCV,ARIMA + Fourier
2019-08-01,23,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,8,29.632773192557508,27.79719845875185,12.645218715115234,7.174066966267004,49.80159914288966,62.563878247499545,TRUE,TRUE,37.15638042777442,55.38981128123254,11.99837208669469,0.356,HCV,ARIMA + Fourier
2019-09-01,38,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,9,35.45253445228521,33.46414562132656,15.497573646594955,9.301190997673604,57.64182580988734,76.89554559592483,TRUE,TRUE,42.14425216329238,67.59435459825123,13.075538032995585,0.622,HCV,ARIMA + Fourier
2019-10-01,30,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,10,32.95352474148814,30.58290185712354,13.897343385310528,7.0358695998076515,55.60030369477408,69.80483650296615,TRUE,TRUE,41.70296030946355,62.7689669031585,9.649553811339342,0.474,HCV,ARIMA + Fourier
2019-11-01,28,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,11,34.36002000853836,31.88639748769544,13.633722595717169,7.2919906824640615,58.4443745490045,77.80713136568774,TRUE,TRUE,44.81065195328733,70.51514068322368,13.099427930011274,0.397,HCV,ARIMA + Fourier
2019-12-01,30,Sexually IDs,2019,Pseudo interruption 2019,2019-01-01,2019-12-01,12,24.546458096109085,22.221192896630235,6.291210729977541,2.207738304720763,44.85795644708299,61.62022186296613,TRUE,TRUE,38.56674571710545,59.41248355824537,14.770224339762501,0.693,HCV,ARIMA + Fourier
2018-01-01,53,Sexually IDs,2018-2019,Pseudo interruption 2018,2018-01-01,2019-12-01,1,49.209274639526285,48.802870774993494,35.200092539236756,26.376495614163673,66.2096214039005,70.74286785826584,TRUE,TRUE,31.009528864663743,44.366372244102166,10.093882888115491,0.673,HCV,ARIMA + Fourier
2018-02-01,45,Sexually IDs,2018-2019,Pseudo interruption 2018,2018-01-01,2019-12-01,2,26.62756430101588,25.212141522280497,14.824775210936203,9.723261854691819,39.89196567775254,46.402903369467175,FALSE,TRUE,76.14753368929095,36.679641514775355,29.48107783305317,0.961,HCV,ARIMA + Fourier
2018-03-01,26,Sexually IDs,2018-2019,Pseudo interruption 2018,2018-01-01,2019-12-01,3,31.254881609295005,30.473522408651824,16.763641401398573,11.262229610491143,47.67180318467896,55.73115137973353,TRUE,TRUE,30.908161783280384,44.468921769242385,10.302880683016017,0.354,HCV,ARIMA + Fourier
2018-04-01,47,Sexually IDs,2018-2019,Pseudo interruption 2018,2018-01-01,2019-12-01,4,26.51279868284743,25.362366195805933,12.79852109355676,7.89040390643055,41.231427314399276,50.83609153871042,FALSE,TRUE,86.11863307684976,42.94568763227987,32.80691584094241,0.95,HCV,ARIMA + Fourier
2018-05-01,25,Sexually IDs,2018-2019,Pseudo interruption 2018,2018-01-01,2019-12-01,5,25.950187869264358,24.52085626282568,11.4641783611963,6.452180913622609,41.64596615150811,51.911321607163714,TRUE,TRUE,30.181787790311812,45.4591406935411,7.03076666393099,0.522,HCV,ARIMA + Fourier
