name,filename,rows,path
ตารางรายสัปดาห์,all_weekly_priority_cases_full.csv,2940,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_full.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-0_4.csv,2646,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-0_4.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-5_9.csv,2450,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-5_9.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-10_14.csv,2597,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-10_14.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-15_19.csv,2597,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-15_19.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-20_29.csv,2695,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-20_29.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-30_39.csv,2793,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-30_39.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-40_49.csv,2744,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-40_49.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-50_59.csv,2842,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-50_59.csv
ตารางรายสัปดาห์,all_weekly_priority_cases_age_group-60_.csv,2744,/home/likangguo/globalID/ID_TH/Data/Tableau/all_weekly_priority_cases_age_group-60_.csv
