ชื่อโรค-value,ชื่อโรค-alias,MIN(Number of Records)-alias,สัปดาห์-value,สัปดาห์-alias,ATTR(week_number)-alias,ATTR(disease (copy))-alias,ATTR(disease_th)-alias,AGG(จำนวนป่วย (แทน null))-alias,AGG(Formatted Percent Change)-alias,AGG(Arrow Type)-alias,AGG(Consecutive Weeks)-alias
โบทูลิซึม,โบทูลิซึม,1,%all%,%all%,%many-values%,Botulism,โบทูลิซึม,1,%null%,ไม่เปลี่ยนแปลง,0
บาดทะยักในเด็กแรกเกิด,บาดทะยักในเด็กแรกเกิด,1,%all%,%all%,%many-values%,Neonatal Tetanus ,บาดทะยักในเด็กแรกเกิด,2,%null%,ไม่เปลี่ยนแปลง,0
แอนแทรกซ์,แอนแทรกซ์,1,%all%,%all%,%many-values%,Anthrax,แอนแทรกซ์,6,%null%,ไม่เปลี่ยนแปลง,0
ไข้หัดเยอรมันแต่กำเนิด,ไข้หัดเยอรมันแต่กำเนิด,1,%all%,%all%,%many-values%,Congenital rubella syndrome,ไข้หัดเยอรมันแต่กำเนิด,1,%null%,ไม่เปลี่ยนแปลง,0
ลิซมาเนีย,ลิซมาเนีย,1,%all%,%all%,%many-values%,Leishmaniasis,ลิซมาเนีย,5,%null%,ไม่เปลี่ยนแปลง,0
เท้าช้าง,เท้าช้าง,1,%all%,%all%,%many-values%,Lymphatic Filariais,เท้าช้าง,14,%null%,ไม่เปลี่ยนแปลง,0
โปลิโอ,โปลิโอ,1,%all%,%all%,%many-values%,Poliomyelitis,โปลิโอ,0,%null%,ไม่เปลี่ยนแปลง,0
พิษสุนัขบ้า,พิษสุนัขบ้า,1,%all%,%all%,%many-values%,"Rabies, Hydrophobia",พิษสุนัขบ้า,6,%null%,ไม่เปลี่ยนแปลง,0
ทริคิโนสิส,ทริคิโนสิส,1,%all%,%all%,%many-values%,"Trichinosis, Trichinellosis, Trichiniasis",ทริคิโนสิส,5,%null%,ไม่เปลี่ยนแปลง,0
ลีเจียนแนร์,ลีเจียนแนร์,1,%all%,%all%,%many-values%,Legionnaires,ลีเจียนแนร์,19,%null%,ไม่เปลี่ยนแปลง,0
ไข้สมองอักเสบเจแปนนิส,ไข้สมองอักเสบเจแปนนิส,1,%all%,%all%,%many-values%,"Japanese B encephalitis, J.E.",ไข้สมองอักเสบเจแปนนิส,5,%null%,ไม่เปลี่ยนแปลง,0
ไข้กาฬหลังแอ่น,ไข้กาฬหลังแอ่น,1,%all%,%all%,%many-values%,Meningococcal meningitis,ไข้กาฬหลังแอ่น,33,%null%,ไม่เปลี่ยนแปลง,0
อหิวาตกโรค  ,อหิวาตกโรค  ,1,%all%,%all%,%many-values%,Cholera   ,อหิวาตกโรค  ,29,%null%,ไม่เปลี่ยนแปลง,0
คอตีบ,คอตีบ,1,%all%,%all%,%many-values%,Diphtheria,คอตีบ,18,%null%,ไม่เปลี่ยนแปลง,0
บรูเซลโลสิส,บรูเซลโลสิส,1,%all%,%all%,%many-values%,Brucellosis ,บรูเซลโลสิส,10,%null%,ไม่เปลี่ยนแปลง,0
บาดทะยัก,บาดทะยัก,1,%all%,%all%,%many-values%,Tetanus,บาดทะยัก,31,%null%,ไม่เปลี่ยนแปลง,0
ไวรัสตับอักเสบ อี,ไวรัสตับอักเสบ อี,1,%all%,%all%,%many-values%,Acute hepatitis E virus,ไวรัสตับอักเสบ อี,76,%null%,ไม่เปลี่ยนแปลง,0
เรื้อน,เรื้อน,1,%all%,%all%,%many-values%,Leprosy,เรื้อน,82,%null%,ไม่เปลี่ยนแปลง,0
ไวรัสตับอักเสบ ดี,ไวรัสตับอักเสบ ดี,1,%all%,%all%,%many-values%,Acute hepatitis D virus,ไวรัสตับอักเสบ ดี,87,%null%,ไม่เปลี่ยนแปลง,0
ไข้หัดเยอรมัน,ไข้หัดเยอรมัน,1,%all%,%all%,%many-values%,"Rubella,  Rubella without complication",ไข้หัดเยอรมัน,38,%null%,ไม่เปลี่ยนแปลง,0
ไข้พาราไทฟอยด์,ไข้พาราไทฟอยด์,1,%all%,%all%,%many-values%,Paratyphoid fever,ไข้พาราไทฟอยด์,160,%null%,ไม่เปลี่ยนแปลง,0
ไข้เอนเทอโรไวรัส,ไข้เอนเทอโรไวรัส,1,%all%,%all%,%many-values%,Enterovirus Fever,ไข้เอนเทอโรไวรัส,525,%null%,ไม่เปลี่ยนแปลง,0
ไอกรน,ไอกรน,1,%all%,%all%,%many-values%,Pertussis,ไอกรน,242,%null%,ไม่เปลี่ยนแปลง,0
กามโรคของต่อมและท่อน้ำเหลือง,กามโรคของต่อมและท่อน้ำเหลือง,1,%all%,%all%,%many-values%,Lymphogranuloma Venereum/Granuloma Inguinale,กามโรคของต่อมและท่อน้ำเหลือง,291,%null%,ไม่เปลี่ยนแปลง,0
พยาธิใบไม้ในตับ,พยาธิใบไม้ในตับ,1,%all%,%all%,%many-values%,Liver fluke,พยาธิใบไม้ในตับ,4872,%null%,ไม่เปลี่ยนแปลง,0
ติดเชื้อไวรัสซิกา,ติดเชื้อไวรัสซิกา,1,%all%,%all%,%many-values%,Zika virus disease,ติดเชื้อไวรัสซิกา,219,%null%,ไม่เปลี่ยนแปลง,0
